# Time [sec]	adc_raw[0]	adc_raw[1]	adc_raw[2]	adc_raw[3]	adc_raw[4]	adc_raw[6]
87.422	2126	2061	1909	37471531	536871336	335814656
87.438	2130	2063	1909	37471531	536871336	335814656
87.453	2131	2061	1907	37471531	536871336	335814656
87.469	2127	2063	1910	37471531	536871336	335814656
87.484	2133	2061	1907	37471531	536871336	335814656
87.5	2131	2064	1909	37471531	536871336	335814656
87.516	2125	2062	1908	37471531	536871336	335814656
87.531	2128	2063	1910	37471531	536871336	335814656
87.547	2123	2061	1909	37471531	536871336	335814656
87.563	2124	2064	1908	37471531	536871336	335814656
87.578	2137	2069	1911	37471531	536871336	335814656
87.594	2120	2067	1905	37471531	536871336	335814656
87.609	2128	2067	1908	37471531	536871336	335814656
87.625	2122	2069	1904	71025963	536870932	335814656
87.641	2125	2070	1906	71025963	536870932	335814656
87.656	2123	2072	1905	71025963	536870932	335814656
87.672	2127	2068	1907	71025963	536870932	335814656
87.688	2124	2069	1904	71025963	536870932	335814656
87.703	2132	2070	1903	71025963	536870932	335814656
87.719	2123	2069	1907	71025963	536870932	335814656
87.734	2132	2070	1905	71025963	536870932	335814656
87.75	2124	2070	1904	71025963	536870932	335814656
87.766	2121	2069	1906	71025963	536870932	335814656
87.781	2122	2070	1904	71025963	536870932	335814656
87.797	2123	2072	1905	71025963	536870932	335814656
87.813	2121	2071	1904	71025963	536870932	335814656
87.828	2121	2070	1909	71025963	536870932	335814656
87.844	2124	2071	1904	71025963	536870932	335814656
87.859	2131	2072	1905	71025963	536870932	335814656
87.875	2126	2072	1904	71025963	536870932	335814656
87.891	2130	2073	1904	71025963	536870932	335814656
87.906	2117	2071	1902	71025963	536870932	335814656
87.922	2120	2069	1902	71025963	536870932	335814656
87.938	2120	2071	1905	71025963	536870932	335814656
87.953	2121	2072	1904	20694315	536880094	335814656
87.969	2122	2074	1905	71025963	536879648	335814656
87.984	2120	2072	1901	71025963	536879648	335814656
88	2120	2073	1902	37471531	536871334	335814656
88.016	2121	2073	1905	37471531	536871336	335814656
88.031	2121	2073	1907	37471531	536871336	335814656
88.047	2130	2076	1907	37471531	536871336	335814656
88.063	2119	2075	1908	37471531	536871336	335814656
88.078	2128	2077	1908	37471531	536871336	335814656
88.094	2119	2078	1907	37471531	536871336	335814656
88.109	2119	2075	1908	37471531	536871336	335814656
88.125	2117	2074	1907	37471531	536871336	335814656
88.141	2112	2077	1908	37471531	536871336	335814656
88.156	2121	2075	1907	37471531	536871336	335814656
88.172	2119	2077	1909	37471531	536871336	335814656
88.188	2120	2077	1907	37471531	536871336	335814656
88.203	2116	2076	1904	37471531	536871336	335814656
88.219	2116	2078	1904	37471531	536871336	335814656
88.234	2115	2080	1907	37471531	536871336	335814656
88.25	2119	2080	1911	37471531	536871336	335814656
88.266	2120	2080	1909	37471531	536871336	335814656
88.281	2113	2080	1907	37471531	536871336	335814656
88.297	2115	2081	1908	37471531	536871336	335814656
88.313	2116	2081	1910	37471531	536871336	335814656
88.328	2114	2081	1911	37471531	536871336	335814656
88.344	2115	2081	1911	37471531	536871336	335814656
88.359	2124	2083	1910	37471531	536871336	335814656
88.375	2113	2085	1912	37471531	536871336	335814656
88.391	2116	2084	1909	37471531	536871336	335814656
88.406	2117	2083	1912	37471531	536871336	335814656
88.422	2112	2086	1913	37471531	536871336	335814656
88.438	2119	2088	1914	37471531	536871336	335814656
88.453	2113	2086	1913	37471531	536871336	335814656
88.469	2111	2087	1912	37471531	536871336	335814656
88.484	2112	2089	1911	37471531	536871336	335814656
88.5	2109	2087	1914	37471531	536871336	335814656
88.516	2113	2088	1912	37471531	536871336	335814656
88.531	2109	2088	1915	37471531	536871336	335814656
88.547	2110	2090	1918	37471531	536871336	335814656
88.563	2107	2092	1916	37471531	536871336	335814656
88.578	2110	2091	1916	37471531	536871336	335814656
88.594	2104	2090	1913	37471531	536871336	335814656
