# Time [sec]	adc_raw[0]	adc_raw[1]	adc_raw[2]	adc_raw[3]	adc_raw[4]	adc_raw[6]
85.438	2131	2009	2000	37471531	536871336	335814656
85.453	2133	2008	2001	37471531	536871336	335814656
85.469	2128	2007	1997	37471531	536871336	335814656
85.484	2128	2010	1997	37471531	536871336	335814656
85.5	2142	2008	1998	37471531	536871336	335814656
85.516	2131	2008	1999	37471531	536871336	335814656
85.531	2128	2008	1993	37471531	536871336	335814656
85.547	2133	2008	2000	37471531	536871336	335814656
85.563	2131	2009	1998	37471531	536871336	335814656
85.578	2131	2007	1996	37471531	536871336	335814656
85.594	2135	2014	1995	37471531	536871336	335814656
85.609	2129	2007	1993	37471531	536871336	335814656
85.625	2148	2006	1994	71025963	536870932	335814656
85.641	2133	2014	1994	71025963	536870932	335814656
85.656	2129	2008	1995	71025963	536870932	335814656
85.672	2133	2009	1995	71025963	536870932	335814656
85.688	2129	2007	1992	71025963	536870932	335814656
85.703	2132	2009	1992	71025963	536870932	335814656
85.719	2132	2010	1993	71025963	536870932	335814656
85.734	2137	2011	1991	71025963	536870932	335814656
85.75	2144	2008	1989	71025963	536870932	335814656
85.766	2134	2011	1992	71025963	536870932	335814656
85.781	2139	2010	1991	71025963	536870932	335814656
85.797	2129	2016	1988	71025963	536870932	335814656
85.813	2132	2011	1988	71025963	536870932	335814656
85.828	2129	2011	1989	71025963	536870932	335814656
85.844	2129	2014	1986	71025963	536870932	335814656
85.859	2128	2015	1985	71025963	536870932	335814656
85.875	2144	2013	1986	71025963	536870932	335814656
85.891	2131	2013	1988	71025963	536870932	335814656
85.906	2144	2014	1984	71025963	536870932	335814656
85.922	2129	2012	1986	71025963	536870932	335814656
85.938	2144	2014	1984	71025963	536870932	335814656
85.953	2131	2013	1985	20694315	536880094	335814656
85.969	2129	2013	1981	71025963	536879648	335814656
85.984	2131	2017	1981	71025963	536879648	335814656
86	2132	2017	1980	37471531	536871334	335814656
86.016	2132	2018	1976	37471531	536871336	335814656
86.031	2141	2016	1979	37471531	536871336	335814656
86.047	2129	2017	1975	37471531	536871336	335814656
86.063	2132	2019	1972	37471531	536871336	335814656
86.078	2133	2019	1976	37471531	536871336	335814656
86.094	2131	2018	1974	37471531	536871336	335814656
86.109	2133	2022	1971	37471531	536871336	335814656
86.125	2139	2019	1970	37471531	536871336	335814656
86.141	2133	2017	1971	37471531	536871336	335814656
86.156	2133	2021	1971	37471531	536871336	335814656
86.172	2135	2022	1971	37471531	536871336	335814656
86.188	2132	2024	1968	37471531	536871336	335814656
86.203	2130	2023	1967	37471531	536871336	335814656
86.219	2130	2023	1964	37471531	536871336	335814656
86.234	2135	2030	1963	37471531	536871336	335814656
86.25	2138	2026	1962	37471531	536871336	335814656
86.266	2131	2024	1962	37471531	536871336	335814656
86.281	2135	2025	1962	37471531	536871336	335814656
86.297	2128	2026	1958	37471531	536871336	335814656
86.313	2132	2028	1957	37471531	536871336	335814656
86.328	2130	2030	1959	37471531	536871336	335814656
86.344	2132	2026	1958	37471531	536871336	335814656
86.359	2131	2027	1956	37471531	536871336	335814656
86.375	2131	2032	1953	37471531	536871336	335814656
86.391	2134	2028	1955	37471531	536871336	335814656
86.406	2129	2029	1949	37471531	536871336	335814656
86.422	2129	2033	1952	37471531	536871336	335814656
86.438	2140	2030	1952	37471531	536871336	335814656
86.453	2131	2031	1951	37471531	536871336	335814656
86.469	2136	2031	1950	37471531	536871336	335814656
86.484	2129	2032	1951	37471531	536871336	335814656
86.5	2129	2033	1948	37471531	536871336	335814656
86.516	2136	2033	1948	37471531	536871336	335814656
86.531	2133	2033	1947	37471531	536871336	335814656
86.547	2129	2034	1943	37471531	536871336	335814656
86.563	2132	2036	1943	37471531	536871336	335814656
86.578	2132	2037	1944	37471531	536871336	335814656
86.594	2141	2035	1945	37471531	536871336	335814656
86.609	2131	2036	1943	37471531	536871336	335814656
86.625	2133	2038	1938	71025963	536870932	335814656
86.641	2130	2039	1935	71025963	536870932	335814656
86.656	2133	2034	1937	71025963	536870932	335814656
86.672	2128	2038	1934	71025963	536870932	335814656
86.688	2135	2039	1937	71025963	536870932	335814656
86.703	2130	2040	1935	71025963	536870932	335814656
86.719	2145	2041	1936	71025963	536870932	335814656
86.734	2128	2040	1936	71025963	536870932	335814656
86.75	2129	2043	1932	71025963	536870932	335814656
86.766	2127	2043	1929	71025963	536870932	335814656
86.781	2135	2041	1931	71025963	536870932	335814656
86.797	2131	2044	1928	71025963	536870932	335814656
86.813	2132	2044	1928	71025963	536870932	335814656
86.828	2128	2044	1927	71025963	536870932	335814656
86.844	2134	2045	1927	71025963	536870932	335814656
86.859	2124	2047	1926	71025963	536870932	335814656
86.875	2131	2044	1928	71025963	536870932	335814656
86.891	2129	2048	1925	71025963	536870932	335814656
86.906	2129	2048	1927	71025963	536870932	335814656
86.922	2129	2047	1921	71025963	536870932	335814656
86.938	2133	2048	1922	71025963	536870932	335814656
86.953	2126	2051	1920	71025963	536879648	335814656
86.969	2131	2049	1922	71025963	536871044	335814656
86.984	2128	2050	1917	71025963	536871044	335814656
87	2132	2054	1919	37471531	536871334	335814656
87.016	2134	2056	1919	37471531	536871336	335814656
87.031	2132	2052	1920	37471531	536871336	335814656
87.047	2127	2055	1918	37471531	536871336	335814656
87.063	2128	2053	1919	37471531	536871336	335814656
87.078	2128	2055	1917	37471531	536871336	335814656
87.094	2133	2054	1918	37471531	536871336	335814656
87.109	2125	2055	1918	37471531	536871336	335814656
87.125	2129	2056	1916	37471531	536871336	335814656
87.141	2132	2056	1911	37471531	536871336	335814656
87.156	2131	2056	1911	37471531	536871336	335814656
87.172	2129	2058	1910	37471531	536871336	335814656
87.188	2129	2056	1911	37471531	536871336	335814656
87.203	2129	2057	1908	37471531	536871336	335814656
87.219	2126	2058	1909	37471531	536871336	335814656
87.234	2128	2058	1909	37471531	536871336	335814656
87.25	2130	2058	1908	37471531	536871336	335814656
87.266	2126	2062	1908	37471531	536871336	335814656
87.281	2127	2059	1910	37471531	536871336	335814656
87.297	2131	2062	1909	37471531	536871336	335814656
87.313	2128	2059	1910	37471531	536871336	335814656
87.328	2138	2060	1910	37471531	536871336	335814656
87.344	2128	2059	1908	37471531	536871336	335814656
87.359	2131	2057	1910	37471531	536871336	335814656
87.375	2125	2061	1908	37471531	536871336	335814656
87.391	2132	2061	1909	37471531	536871336	335814656
87.406	2126	2060	1909	37471531	536871336	335814656
