ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
40028058;51,6;35,9;35,8;28,3;28,1;-73,5;0,41;0;0,03;-0,4;0;0;0,0029;0;0,1512;0;52;358;29,5939;0;28;0,06;-0,035;40027992;0,0029;0;0,1512;0;1,013;229,56;0;0,13;0;0,753;5,186;1;40028011;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028126;51,6;35,9;36;28,3;28,2;-73,9;0,43;0;0,02;-0,42;0;0;0,0029;0;0,1512;0;52;358;29,5109;0;28;0,06;-0,034;40028059;0,0029;0;0,1512;0;1,013;229,56;0,01;0,21;0;0,753;5,186;1;40028086;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028172;51,6;35,8;35,9;28,3;28,2;-73,2;0,45;0;0,04;-0,44;0;0;0,0029;0;0,1512;0;52;358;29,5336;0;28;0,06;-0,035;40028127;0,0029;0;0,1512;0;1,013;229,56;0;0,33;0;0,753;5,186;1;40028086;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028238;51,6;35,9;35,9;28,3;28,2;-72,9;0,5;0;0,04;-0,49;0;0;0,0029;0;0,1512;0;52;358;29,1682;0;28;0,061;-0,035;40028172;0,0029;0;0,1512;0;1,013;229,56;0;-0,17;0;0,753;5,186;1;40028194;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028328;51,6;35,9;36;28,4;28,2;-72,5;0,31;0;0,03;-0,3;0;0;0,0029;0;0,1512;0;52;358;28,9545;0;28;0,06;-0,034;40028239;0,0029;0;0,1512;0;1,013;229,56;0;-0,34;0;0,753;5,186;1;40028287;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028374;51,6;35,9;36;28,4;28,2;-73,3;0,21;0;0,03;-0,2;0;0;0,0029;0;0,1512;0;52;358;29,151;0;28;0,06;-0,033;40028329;0,0029;0;0,1512;0;1,013;229,561;0;0,07;0;0,753;5,186;1;40028287;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028442;51,6;35,9;36;28,3;28,2;-74;0,24;0;0,04;-0,23;0;0;0,0029;0;0,1512;0;52;358;29,0322;0;28;0,06;-0,034;40028374;0,0029;0;0,1512;0;1,013;229,561;0;-0,1;0;0,753;5,186;1;40028396;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028577;51,6;35,9;36;28,5;28,3;-74,2;0,29;0;0,03;-0,29;0;0;0,0029;0;0,1512;0;52;358;29,3044;0;28;0,06;-0,033;40028443;0,0029;0;0,1512;0;1,013;229,561;0;-0,35;0;0,753;5,186;1;40028464;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028643;51,6;35,9;36;28,3;28,2;-74;0,29;0;0,04;-0,28;0;0;0,0029;0;0,1512;0;52;358;29,339;0;28;0,06;-0,034;40028578;0,0029;0;0,1512;0;1,013;229,562;0;0,27;0;0,753;5,186;1;40028598;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028756;51,6;35,9;36,1;28,4;28,2;-74;0,14;0;0,03;-0,14;0;0;0,0029;0;0,1512;0;52;358;29,5481;0;28;0,059;-0,033;40028644;0,0029;0;0,1512;0;1,013;229,561;0;-0,23;0;0,753;5,186;1;40028669;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028824;51,6;35,9;35,9;28,3;28,2;-73,1;0,27;0;0,02;-0,26;0;0;0,0029;0;0,1512;0;52;358;29,4314;0;28;0,059;-0,034;40028756;0,0029;0;0,1512;0;1,013;229,562;0;0,16;0;0,753;5,186;1;40028779;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028870;51,6;35,9;35,8;28,2;28,1;-72,9;0,25;0;0,02;-0,24;0;0;0,0029;0;0,1512;0;52;358;29,4557;0;28;0,059;-0,034;40028825;0,0029;0;0,1512;0;1,013;229,562;0;-0,33;0;0,753;5,186;1;40028846;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40028935;51,6;35,8;36;28,3;28,2;-72,5;0,26;0;0,03;-0,24;0;0;0,0029;0;0,1512;0;52;358;29,2923;0;28;0,06;-0,034;40028871;0,0029;0;0,1512;0;1,013;229,563;0;0,38;0;0,753;5,186;1;40028846;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029027;51,6;35,9;36;28,4;28,2;-72,3;0,26;0;0,02;-0,25;0;0;0,0029;0;0,1512;0;52;358;29,509;0;28;0,06;-0,033;40028936;0,0029;0;0,1512;0;1,013;229,563;0;0,08;0;0,753;5,186;1;40028959;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029094;51,6;35,9;35,9;28,2;28;-72,3;0,27;0;0,04;-0,26;0;0;0,0029;0;0,1512;0;52;358;29,4912;0;28;0,06;-0,034;40029028;0,0029;0;0,1512;0;1,013;229,563;0;0,1;0;0,753;5,186;1;40029049;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029183;51,6;35,9;36;28,3;28,2;-72,2;0,27;0;0,03;-0,26;0;0;0,0029;0;0,1512;0;52;358;29,2398;0;28;0,06;-0,033;40029095;0,0029;0;0,1512;0;1,013;229,563;0;0,18;0;0,753;5,186;1;40029116;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029230;51,6;35,9;35,8;28,2;28,2;-73,2;0,15;0;0,02;-0,14;0;0;0,0029;0;0,1512;0;52;358;29,1477;0;28;0,06;-0,033;40029207;0,0029;0;0,1512;0;1,013;229,563;0;-0,12;0;0,753;5,186;1;40029208;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029275;51,6;35,9;35,9;28,3;28,1;-73,8;0,14;0;0,03;-0,14;0;0;0,0029;0;0,1512;0;52;358;29,4701;0;28;0,06;-0,033;40029207;0,0029;0;0,1512;0;1,013;229,563;0;-0,12;0;0,753;5,186;1;40029208;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029343;51,6;35,8;35,9;28,2;28;-73;0,27;0;0,04;-0,25;0;0;0,0029;0;0,1512;0;52;358;29,0429;0;28;0,059;-0,034;40029275;0,0029;0;0,1512;0;1,013;229,563;0;0,16;0;0,753;5,186;1;40029298;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029431;51,6;35,9;36;28,3;28,1;-74,4;0,35;0;0,03;-0,35;0;0;0,0029;0;0,1512;0;52;358;29,0277;0;28;0,06;-0,034;40029343;0,0029;0;0,1512;0;1,013;229,563;0;0,11;0;0,753;5,186;1;40029363;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029498;51,6;35,9;36,1;28,5;28,3;-74,7;0,33;0;0,04;-0,32;0;0;0,0029;0;0,1512;0;52;358;29,1048;0;28;0,06;-0,034;40029431;0,0029;0;0,1512;0;1,013;229,564;0;-0,27;0;0,753;5,186;1;40029454;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029567;51,6;35,9;35,9;28,3;28,2;-75;0,34;0;0,03;-0,33;0;0;0,0029;0;0,1512;0;52;358;29,1524;0;28;0,06;-0,034;40029499;0,0029;0;0,1512;0;1,013;229,564;0;-0,07;0;0,753;5,186;1;40029522;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029641;51,6;35,9;35,9;28,3;28,1;-75,1;0,42;0;0,04;-0,41;0;0;0,0029;0;0,1512;0;52;358;29,0933;0;28;0,06;-0,035;40029570;0,0029;0;0,1512;0;1,013;229,564;0;0,31;0;0,753;5,186;1;40029588;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029678;51,6;35,9;35,9;28,4;28,2;-75;0,43;0;0,03;-0,42;0;0;0,0029;0;0,1512;0;52;358;29,044;0;28;0,059;-0,034;40029641;0,0029;0;0,1512;0;1,013;229,565;0;0,2;0;0,753;5,186;1;40029588;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029748;51,6;35,9;36;28,5;28,3;-75,7;0,4;0;0,04;-0,38;0;0;0,0029;0;0,1512;0;52;358;28,6799;0;28;0,061;-0,035;40029678;0,0029;0;0,1512;0;1,013;229,566;0;0,26;0;0,753;5,186;1;40029700;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029814;51,6;35,9;35,9;28,2;28,2;-75,6;0,5;0;0,03;-0,5;0;0;0,0029;0;0,1512;0;52;358;28,6438;0;28;0,061;-0,035;40029749;0,0029;0;0,1512;0;1,013;229,565;0;-0,03;0;0,753;5,186;1;40029770;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029882;51,6;35,9;35,9;28,2;28;-75,1;0,44;0;0,04;-0,42;0;0;0,0029;0;0,1512;0;52;358;28,483;0;28;0,061;-0,034;40029838;0,0029;0;0,1512;0;1,013;229,566;0;0,36;0;0,753;5,186;1;40029838;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029927;51,6;35,9;35,9;28,2;28,1;-74,8;0,43;0;0,03;-0,42;0;0;0,0029;0;0,1512;0;52;358;28,4296;0;28;0,061;-0,034;40029838;0,0029;0;0,1512;0;1,013;229,566;0;0,36;0;0,753;5,186;1;40029838;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40029995;51,6;35,9;36;28,3;28,2;-74,5;0,39;0;0,04;-0,38;0;0;0,0029;0;0,1512;0;52;358;28,3746;0;28;0,061;-0,034;40029928;0,0029;0;0,1512;0;1,013;229,567;0;-0,23;0;0,753;5,186;1;40029950;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030109;51,6;35,9;36;28,5;28,3;-74,3;0,38;0;0,05;-0,37;0;0;0,0029;0;0,1512;0;52;358;28,2808;0;28;0,061;-0,033;40029996;0,0029;0;0,1512;0;1,013;229,567;0;-0,02;0;0,753;5,186;1;40030017;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030174;51,6;35,9;36,1;28,4;28,2;-74,4;0,33;0;0,02;-0,33;0;0;0,0029;0;0,1512;0;52;358;28,3381;0;28;0,061;-0,034;40030109;0,0029;0;0,1512;0;1,013;229,567;0;0,36;0;0,753;5,186;1;40030130;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030242;51,6;35,9;35,9;28,3;28,1;-73,8;0,35;0;0,05;-0,34;0;0;0,0029;0;0,1512;0;52;358;28,3664;0;28;0,06;-0,033;40030175;0,0029;0;0,1512;0;1,013;229,566;0;-0,1;0;0,753;5,186;1;40030199;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030330;51,6;35,9;36;28,4;28,2;-74,4;0,43;0;0,05;-0,42;0;0;0,0029;0;0,1512;0;52;358;28,2897;0;28;0,061;-0,034;40030243;0,0029;0;0,1512;0;1,013;229,566;0;0,04;0;0,753;5,186;1;40030265;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030401;51,6;35,9;35,9;28,3;28,1;-73,2;0,32;0;0,02;-0,31;0;0;0,0029;0;0,1512;0;52;358;28,4019;0;28;0,06;-0,033;40030331;0,0029;0;0,1512;0;1,013;229,567;0;0,05;0;0,753;5,186;1;40030352;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030468;51,6;35,9;36,1;28,5;28,3;-73,6;0,25;0;0,04;-0,24;0;0;0,0029;0;0,1512;0;52;358;28,405;0;28;0,061;-0,032;40030402;0,0029;0;0,1512;0;1,013;229,568;0;0,21;0;0,753;5,186;1;40030420;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030546;51,6;35,9;35,9;28,3;28,1;-73,2;0,27;0;0,04;-0,26;0;0;0,0029;0;0,1512;0;52;358;28,2716;0;28;0,06;-0,033;40030468;0,0029;0;0,1512;0;1,013;229,568;0;-0,07;0;0,753;5,186;1;40030505;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030581;51,6;35,9;35,9;28,3;28,1;-73;0,22;0;0,03;-0,22;0;0;0,0029;0;0,1512;0;52;358;28,0823;0;28;0,06;-0,033;40030547;0,0029;0;0,1512;0;1,013;229,569;0;0,66;0;0,753;5,186;1;40030505;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030628;51,6;35,9;36;28,3;28,1;-73;0,29;0;0,04;-0,28;0;0;0,0029;0;0,1512;0;52;358;28,0485;0;28;0,06;-0,033;40030606;0,0029;0;0,1512;0;1,013;229,569;0;-0,08;0;0,753;5,186;1;40030607;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030763;51,6;35,9;36;28,4;28,3;-72,7;0,25;0;0,03;-0,24;0;0;0,0029;0;0,1512;0;52;358;27,8779;0;28;0,061;-0,032;40030606;0,0029;0;0,1512;0;1,013;229,569;0;-0,08;0;0,753;5,186;1;40030607;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030832;51,6;35,9;36;28,3;28,1;-72,5;0,3;0;0,04;-0,29;0;0;0,0029;0;0,1512;0;52;358;27,9352;0;28;0,061;-0,032;40030763;0,0029;0;0,1512;0;1,013;229,569;0;0,1;0;0,753;5,186;1;40030783;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030880;51,6;35,9;36;28,3;28,2;-72,6;0,24;0;0,03;-0,24;0;0;0,0029;0;0,1512;0;52;358;27,8061;0;28;0,061;-0,032;40030832;0,0029;0;0,1512;0;1,013;229,569;0;-0,42;0;0,753;5,186;1;40030783;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030939;51,6;35,9;35,9;28,3;28,2;-72,8;0,3;0;0,03;-0,29;0;0;0,0029;0;0,1512;0;52;358;27,6382;0;28;0,061;-0,032;40030880;0,0029;0;0,1512;0;1,013;229,569;0;-0,1;0;0,753;5,186;1;40030903;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
40030997;51,6;35,9;35,8;28,2;28,1;-73;0,33;0;0,03;-0,33;0;0;0,0029;0;0,1512;0;52;358;27,4628;0;28;0,061;-0,033;40030939;0,0029;0;0,1512;0;1,013;229,569;0;0,13;0;0,753;5,186;1;40030963;0;0;0;0;0;0;0;0;0;-1;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
