# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0104	168	90	-256	887	950	850
0.0105	160	92	-250	885	950	850
0.0106	152	102	-254	884	949	850
0.0107	143	101	-243	883	949	851
0.0108	140	110	-248	881	949	851
0.0109	129	115	-243	879	949	851
0.011	127	113	-239	878	949	851
0.0111	116	126	-240	877	949	851
0.0112	110	130	-238	876	948	851
0.0113	98	140	-238	874	948	852
0.0114	92	142	-232	873	948	852
0.0115	80	152	-232	872	948	852
0.0116	72	158	-230	870	947	853
0.0117	64	160	-224	869	947	853
0.0118	52	170	-222	868	947	853
0.0119	48	174	-222	866	947	853
0.012	38	188	-224	865	946	854
0.0121	35	193	-227	864	946	854
0.0122	22	198	-218	862	946	854
0.0123	24	204	-228	861	945	855
0.0124	10	220	-230	860	945	855
0.0125	12	216	-228	858	944	856
0.0126	8	224	-230	857	944	856
0.0127	8	228	-234	856	944	856
0.0128	0	234	-232	856	944	857
0.0129	6	240	-246	855	945	859
0.013	5	245	-249	855	945	860
0.0131	6	246	-250	855	945	861
0.0132	3	249	-251	854	946	863
0.0133	0	258	-258	854	946	864
0.0134	-4	260	-254	854	946	865
0.0135	2	262	-264	853	947	866
0.0136	3	265	-267	853	947	867
0.0137	-4	270	-264	853	947	869
0.0138	2	276	-276	852	948	870
0.0139	-2	282	-278	852	948	871
0.014	-4	284	-280	852	948	872
0.0141	-3	293	-289	852	948	874
0.0142	0	300	-298	851	949	875
0.0143	-4	300	-296	851	949	877
0.0144	-9	307	-297	851	949	878
0.0145	-9	311	-301	851	949	879
0.0146	-8	312	-304	851	949	881
0.0147	-4	318	-314	850	949	882
0.0148	-9	323	-313	850	950	883
0.0149	-10	318	-306	850	950	885
0.015	-15	327	-311	850	950	886
0.0151	-13	327	-313	850	950	888
0.0152	-20	324	-302	850	950	889
0.0153	-24	324	-300	850	950	890
0.0154	-22	326	-304	850	950	892
0.0155	-24	330	-306	850	950	893
0.0156	-29	325	-295	849	950	895
0.0157	-26	320	-292	849	950	896
0.0158	-42	322	-280	849	950	897
0.0159	-40	318	-278	849	951	899
0.016	-42	322	-278	849	950	900
0.0161	-49	315	-265	849	951	902
0.0162	-52	316	-264	849	950	903
0.0163	-54	312	-258	849	950	904
0.0164	-53	305	-251	850	950	906
0.0165	-60	306	-244	850	950	907
0.0166	-62	302	-238	850	950	909
0.0167	-72	300	-228	850	950	910
0.0168	-72	300	-228	850	950	911
0.0169	-76	296	-218	850	950	913
0.017	-82	290	-208	850	950	915
0.0171	-94	294	-200	850	950	916
0.0172	-92	292	-198	850	949	917
0.0173	-103	289	-185	851	949	918
0.0174	-109	289	-179	851	949	920
0.0175	-109	283	-173	851	949	921
0.0176	-121	289	-167	851	949	922
0.0177	-122	284	-160	851	949	924
0.0178	-132	286	-152	852	948	926
0.0179	-138	282	-142	852	948	927
0.018	-156	286	-128	852	948	928
0.0181	-157	279	-121	852	948	929
0.0182	-170	282	-110	853	947	931
0.0183	-178	282	-102	853	947	932
0.0184	-184	284	-98	853	947	933
0.0185	-197	277	-79	854	946	935
0.0186	-197	281	-83	854	946	936
0.0187	-204	282	-78	854	946	937
0.0188	-215	273	-57	855	945	939
0.0189	-225	281	-55	855	945	940
0.019	-228	286	-56	855	945	941
0.0191	-242	282	-38	856	944	942
0.0192	-247	287	-39	856	944	943
0.0193	-256	292	-36	856	943	944
0.0194	-267	289	-21	855	941	944
0.0195	-274	294	-20	855	940	945
0.0196	-282	300	-16	855	939	945
0.0197	-290	298	-6	854	938	945
0.0198	-306	308	0	854	936	946
0.0199	-298	316	-16	854	935	946
0.02	-316	320	-4	853	934	946
0.0201	-316	326	-8	853	932	947
0.0202	-331	337	-5	853	931	947
0.0203	-330	336	-6	853	930	947
0.0204	-340	350	-8	852	928	948
0.0205	-341	359	-17	852	927	948
0.0206	-350	352	0	852	926	948
0.0207	-355	359	-3	851	924	948
0.0208	-352	364	-12	851	923	949
0.0209	-362	362	2	851	922	949
0.021	-364	364	2	851	921	949
0.0211	-362	370	-8	851	919	949
0.0212	-366	370	-2	850	917	949
0.0213	-366	372	-4	850	916	950
0.0214	-358	372	-12	850	915	950
0.0215	-368	368	0	850	913	950
0.0216	-368	364	4	850	912	950
0.0217	-359	371	-11	850	911	950
0.0218	-362	362	2	850	910	950
0.0219	-364	366	0	850	908	950
0.022	-354	364	-8	850	906	950
0.0221	-350	352	-2	849	905	950
0.0222	-350	356	-4	849	904	950
0.0223	-344	354	-10	849	902	950
0.0224	-345	347	-1	849	901	950
0.0225	-340	346	-6	849	899	951
0.0226	-336	346	-8	849	898	951
0.0227	-335	337	-1	849	897	950
0.0228	-331	337	-5	849	895	950
0.0229	-327	333	-5	849	894	950
0.023	-330	330	0	850	892	950
0.0231	-324	330	-4	850	891	950
0.0232	-318	324	-4	850	890	950
0.0233	-316	316	2	850	888	950
0.0234	-316	314	4	850	887	950
0.0235	-304	310	-6	850	885	950
0.0236	-298	306	-8	850	884	950
0.0237	-304	300	6	850	883	950
0.0238	-288	296	-6	851	881	949
0.0239	-290	284	6	851	880	949
0.024	-278	282	-4	851	878	949
0.0241	-282	280	4	851	877	949
0.0242	-269	267	3	851	876	949
0.0243	-266	268	-2	852	874	948
0.0244	-256	260	-4	852	873	948
0.0245	-254	250	6	852	872	948
0.0246	-246	246	2	852	870	948
0.0247	-238	240	0	853	869	947
0.0248	-237	231	7	853	868	947
0.0249	-224	224	0	853	866	947
0.025	-220	220	0	853	865	946
0.0251	-216	208	8	854	864	946
0.0252	-210	210	2	854	862	946
0.0253	-198	204	-4	855	861	945
0.0254	-200	192	10	855	860	945
0.0255	-189	187	3	855	859	945
0.0256	-180	182	-2	856	857	944
0.0257	-177	171	7	856	856	944
0.0258	-169	171	-1	857	856	944
0.0259	-166	162	4	858	855	945
0.026	-159	159	1	860	855	945
0.0261	-154	150	4	861	855	945
0.0262	-145	143	3	862	854	946
0.0263	-146	138	10	863	854	946
0.0264	-138	132	6	865	854	946
0.0265	-128	132	-4	866	853	947
0.0266	-121	119	3	867	853	947
0.0267	-122	120	2	869	853	947
0.0268	-110	114	-4	870	852	948
0.0269	-105	105	1	871	852	948
0.027	-106	98	8	873	852	948
0.0271	-93	91	3	874	852	948
0.0272	-88	80	10	875	851	949
0.0273	-76	68	10	877	851	949
0.0274	-71	67	5	878	851	949
0.0275	-56	54	2	879	851	949
0.0276	-60	52	8	881	850	949
0.0277	-52	46	6	882	850	950
0.0278	-43	35	9	884	850	950
0.0279	-36	28	8	885	850	950
0.028	-25	27	-1	886	850	950
0.0281	-24	16	10	888	850	950
0.0282	-22	14	8	889	850	950
0.0283	-14	14	0	891	850	950
0.0284	-14	8	6	892	849	950
0.0285	-14	8	6	893	849	950
0.0286	-8	6	2	895	849	951
0.0287	-13	5	9	896	849	951
0.0288	-12	8	6	898	849	951
0.0289	-10	10	0	899	849	951
0.029	-14	6	10	900	849	951
0.0291	-14	6	10	902	849	951
0.0292	-6	10	-4	903	849	951
0.0293	-11	1	11	905	849	951
0.0294	-8	2	8	906	849	951
0.0295	-1	5	-3	907	849	950
0.0296	-9	-3	13	909	849	950
0.0297	-3	1	3	910	850	950
0.0298	-1	3	-1	912	850	950
0.0299	-6	-2	8	913	850	950
0.03	-6	4	4	914	850	950
0.0301	-2	0	4	916	850	950
0.0302	-6	-2	8	917	850	950
0.0303	-4	0	4	918	850	950
0.0304	0	2	0	920	851	949
0.0305	-4	-4	8	922	851	949
0.0306	-4	-2	8	923	851	949
0.0307	2	-6	4	924	851	949
0.0308	2	-10	10	925	851	949
0.0309	4	-8	4	927	852	948
0.031	0	-10	10	928	852	948
0.0311	-12	-34	48	929	852	948
0.0312	-21	-47	69	931	853	947
0.0313	-20	-72	92	932	853	947
0.0314	-26	-96	122	933	853	947
0.0315	-29	-113	143	935	853	947
0.0316	-27	-133	161	936	854	946
0.0317	-28	-158	186	937	854	946
0.0318	-24	-176	202	939	854	945
0.0319	-16	-194	210	940	855	945
0.032	-22	-220	242	941	855	945
0.0321	-20	-234	254	942	856	944
0.0322	-4	-248	252	943	856	944
0.0323	-8	-272	280	944	856	943
0.0324	-5	-279	285	944	855	942
0.0325	-3	-293	297	945	855	940
0.0326	-11	-307	319	945	855	939
0.0327	-4	-318	324	946	854	938
0.0328	1	-333	333	946	854	937
0.0329	-13	-343	357	946	854	935
0.033	2	-358	358	947	853	934
0.0331	3	-365	363	947	853	933
0.0332	2	-382	380	947	853	932
