# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0119	0	4	-2	854	883	945
0.012	-5	5	1	854	883	945
0.0121	-9	3	7	854	883	945
0.0122	-4	2	4	854	883	945
0.0123	-3	3	1	854	883	945
0.0124	-4	4	0	854	883	945
0.0125	-6	6	0	854	883	945
0.0126	-6	0	6	854	883	945
0.0127	-6	0	6	854	883	945
0.0128	-3	5	-1	854	883	945
0.0129	-2	0	4	854	883	945
0.013	-6	2	6	854	883	945
0.0131	0	4	-2	854	883	945
0.0132	-8	0	10	854	883	945
0.0133	-6	2	6	854	883	945
0.0134	-8	-2	10	854	883	945
0.0135	-6	-2	8	854	883	945
0.0136	-8	4	4	854	883	945
0.0137	-1	5	-3	854	883	945
0.0138	-10	2	10	854	883	945
0.0139	-9	-1	11	854	883	945
0.014	-5	5	1	854	883	945
0.0141	-5	1	5	854	883	945
0.0142	-7	3	5	854	883	945
0.0143	-3	3	1	854	883	945
0.0144	-8	-2	10	854	883	945
0.0145	-1	1	1	854	883	945
0.0146	-3	5	-1	854	883	945
0.0147	-6	-2	8	854	883	945
0.0148	-7	1	7	854	883	945
0.0149	-3	1	3	854	883	945
0.015	-8	0	10	854	883	945
0.0151	-12	0	12	854	883	945
0.0152	-4	2	2	854	883	945
0.0153	-2	0	4	854	883	945
0.0154	0	-2	4	854	883	945
0.0155	-1	7	-5	854	883	945
0.0156	-8	0	8	854	883	945
0.0157	-8	2	6	854	883	945
0.0158	-4	2	2	854	883	945
0.0159	-4	2	4	854	883	945
0.016	-5	1	5	854	883	945
0.0161	1	3	-3	854	883	945
0.0162	-8	0	10	854	883	945
0.0163	-3	-1	5	854	883	945
0.0164	-8	2	8	854	883	945
0.0165	-8	0	10	854	883	945
0.0166	-5	1	5	854	883	945
0.0167	0	6	-4	854	883	945
0.0168	0	2	0	854	883	945
0.0169	-9	3	7	854	883	945
0.017	-4	2	2	854	883	945
0.0171	-7	-1	9	854	883	945
0.0172	-5	1	5	854	883	945
0.0173	-2	2	0	854	883	945
0.0174	-8	0	8	854	883	945
0.0175	-12	2	10	854	883	945
0.0176	0	2	-2	854	883	945
0.0177	-8	0	10	854	883	945
0.0178	-4	4	2	854	883	945
0.0179	-2	0	4	854	883	945
0.018	-5	-3	9	854	883	945
0.0181	-6	2	4	854	883	945
0.0182	-7	3	5	854	883	945
0.0183	-6	0	8	854	883	945
0.0184	-12	2	10	854	883	945
0.0185	-2	2	2	854	883	945
0.0186	-4	0	4	854	883	945
0.0187	-6	0	6	854	883	945
0.0188	-1	1	1	854	883	945
0.0189	-8	0	10	854	883	945
0.019	-2	0	4	854	883	945
0.0191	-4	4	0	854	883	945
0.0192	0	-2	4	854	883	945
0.0193	-7	1	7	854	883	945
0.0194	-1	3	-1	854	883	945
0.0195	-10	0	10	854	883	945
0.0196	-6	2	6	854	883	945
0.0197	-4	2	2	854	883	945
0.0198	-8	-2	12	854	883	945
0.0199	-12	4	8	854	883	945
0.02	-5	5	1	854	883	945
0.0201	-6	0	8	854	883	945
0.0202	-12	0	14	854	883	945
0.0203	-2	4	0	854	883	945
0.0204	-5	-3	9	854	883	945
0.0205	-4	2	4	854	883	945
0.0206	-2	0	4	854	883	945
0.0207	-8	2	8	854	883	945
0.0208	-6	4	4	854	883	945
0.0209	-1	3	-1	854	883	945
0.021	-1	-3	5	854	883	945
0.0211	-4	0	6	854	883	945
0.0212	-3	3	1	854	883	945
0.0213	-4	-4	8	854	883	945
0.0214	-4	0	6	854	883	945
0.0215	-1	3	-1	854	883	945
0.0216	-5	-5	11	854	883	945
0.0217	-4	2	2	854	883	945
0.0218	-2	4	0	854	883	945
0.0219	-7	-3	11	854	883	945
0.022	-8	2	8	854	883	945
0.0221	-2	4	0	854	883	945
0.0222	-6	-4	12	854	883	945
0.0223	-6	0	6	854	883	945
0.0224	-2	2	2	854	883	945
0.0225	-8	0	10	854	883	945
0.0226	-4	0	6	854	883	945
0.0227	-5	7	-1	854	883	945
0.0228	-10	0	12	854	883	945
0.0229	-4	-2	6	854	883	945
0.023	-2	2	0	854	883	945
0.0231	-4	-2	8	854	883	945
0.0232	-10	2	8	854	883	945
0.0233	-5	3	3	854	883	945
0.0234	-8	-2	10	854	883	945
0.0235	-6	0	6	854	883	945
0.0236	-1	3	-1	854	883	945
0.0237	-2	4	-2	854	883	945
0.0238	-8	-2	10	854	883	945
0.0239	1	3	-3	854	883	945
0.024	0	-2	4	854	883	945
0.0241	-6	2	4	854	883	945
0.0242	-12	2	10	854	883	945
0.0243	-4	6	0	854	883	945
0.0244	-7	3	5	854	883	945
0.0245	-1	3	-1	854	883	945
0.0246	-7	-1	9	854	883	945
0.0247	-5	1	5	854	883	945
0.0248	-2	-2	4	854	883	945
0.0249	-7	-3	11	854	883	945
0.025	-6	6	0	854	883	945
0.0251	-3	3	1	854	883	945
0.0252	-1	-1	3	854	883	945
0.0253	-1	-1	3	854	883	945
0.0254	-4	6	0	854	883	945
0.0255	-9	-1	11	854	883	945
0.0256	-8	4	4	854	883	945
0.0257	-1	1	1	854	883	945
0.0258	2	0	-2	854	883	945
0.0259	-6	4	4	854	883	945
0.026	-3	3	1	854	883	945
0.0261	-8	0	10	854	883	945
0.0262	-6	2	6	854	883	945
0.0263	-1	3	-1	854	883	945
0.0264	-6	-2	8	854	883	945
0.0265	-6	4	4	854	883	945
0.0266	-2	4	0	854	883	945
0.0267	-10	4	8	854	883	945
0.0268	-2	-2	6	854	883	945
0.0269	-6	4	4	854	883	945
0.027	-4	-2	8	854	883	945
0.0271	-5	1	5	854	883	945
0.0272	-5	3	3	854	883	945
0.0273	-2	0	2	854	883	945
0.0274	-8	4	6	854	883	945
0.0275	-3	1	3	854	883	945
0.0276	-8	0	10	854	883	945
0.0277	1	3	-3	854	883	945
0.0278	-4	0	4	854	883	945
0.0279	-4	0	6	854	883	945
0.028	-6	2	4	854	883	945
0.0281	-1	3	-1	854	883	945
0.0282	-4	2	2	854	883	945
0.0283	-6	2	4	854	883	945
0.0284	-1	5	-3	854	883	945
0.0285	-9	-1	11	854	883	945
0.0286	-6	2	4	854	883	945
0.0287	-2	2	2	854	883	945
0.0288	-4	8	-2	854	883	945
0.0289	-9	3	7	854	883	945
0.029	-3	1	3	854	883	945
0.0291	-13	5	9	854	883	945
0.0292	-8	0	10	854	883	945
0.0293	-6	6	2	854	883	945
0.0294	-9	3	7	854	883	945
0.0295	-9	-1	11	854	883	945
0.0296	-5	1	5	854	883	945
0.0297	-7	-1	9	854	883	945
0.0298	-6	2	4	854	883	945
0.0299	-5	5	1	854	883	945
0.03	-4	0	6	854	883	945
0.0301	-6	0	8	854	883	945
0.0302	-2	4	0	854	883	945
0.0303	-2	-2	4	854	883	945
0.0304	-5	1	5	854	883	945
0.0305	-2	4	0	854	883	945
0.0306	-3	-1	5	854	883	945
0.0307	-6	0	6	854	883	945
0.0308	-3	3	1	854	883	945
0.0309	-7	-3	11	854	883	945
0.031	-5	1	5	854	883	945
0.0311	-2	6	-4	854	883	945
0.0312	0	-2	4	854	883	945
0.0313	-8	2	6	854	883	945
0.0314	-2	4	0	854	883	945
0.0315	-3	-3	7	854	883	945
0.0316	-6	2	4	854	883	945
0.0317	-2	2	0	854	883	945
0.0318	-6	-4	10	854	883	945
0.0319	-10	0	10	854	883	945
0.032	-2	4	0	854	883	945
0.0321	-8	-2	10	854	883	945
0.0322	-10	0	12	854	883	945
0.0323	-2	2	0	854	883	945
0.0324	-8	2	6	854	883	945
0.0325	-4	0	4	854	883	945
0.0326	0	2	0	854	883	945
0.0327	-4	-6	12	854	883	945
0.0328	-6	2	6	854	883	945
0.0329	-1	3	-1	854	883	945
0.033	-8	0	8	854	883	945
0.0331	-7	-1	9	854	883	945
0.0332	-2	6	-2	854	883	945
