# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0118	144	6	-148	943	869	857
0.0119	144	8	-150	943	870	857
0.012	138	4	-142	944	871	856
0.0121	142	6	-146	944	873	856
0.0122	133	7	-139	944	873	856
0.0123	142	4	-144	944	875	856
0.0124	133	9	-141	944	876	855
0.0125	136	8	-144	945	877	855
0.0126	135	7	-141	945	878	855
0.0127	125	15	-139	945	879	855
0.0128	127	11	-137	945	880	855
0.0129	124	10	-134	945	882	855
0.013	122	16	-136	945	883	854
0.0131	122	18	-138	946	884	854
0.0132	119	17	-135	946	885	854
0.0133	114	16	-128	946	886	854
0.0134	114	20	-132	946	887	854
0.0135	112	18	-130	946	888	854
0.0136	105	21	-125	946	890	854
0.0137	102	26	-128	946	891	854
0.0138	101	23	-123	946	892	854
0.0139	89	29	-117	946	893	854
0.014	84	30	-114	946	894	853
0.0141	78	30	-108	946	895	853
0.0142	74	34	-108	947	897	853
0.0143	74	42	-114	947	898	853
0.0144	65	43	-107	947	899	853
0.0145	55	47	-101	947	900	853
0.0146	60	56	-114	947	901	853
0.0147	49	55	-103	947	903	853
0.0148	45	69	-113	946	904	853
0.0149	40	74	-112	946	905	853
0.015	30	74	-102	946	906	853
0.0151	26	86	-112	946	907	854
0.0152	25	89	-113	946	909	854
0.0153	17	93	-109	946	910	854
0.0154	8	102	-110	946	911	854
0.0155	7	101	-107	946	912	854
0.0156	0	112	-112	946	913	854
0.0157	-2	114	-112	946	915	854
0.0158	-4	122	-116	946	916	854
0.0159	-4	120	-116	946	917	854
0.016	0	124	-124	945	918	855
0.0161	-2	132	-130	945	919	855
0.0162	-8	128	-118	945	920	855
0.0163	-5	133	-127	945	921	855
0.0164	-6	132	-126	945	922	855
0.0165	-6	130	-124	945	923	855
0.0166	-8	138	-130	944	924	856
0.0167	-6	138	-132	944	925	856
0.0168	-5	139	-133	944	927	856
0.0169	-6	142	-136	944	927	856
0.017	-12	142	-130	943	929	856
0.0171	-8	140	-132	943	930	857
0.0172	-6	146	-138	943	931	857
0.0173	-6	148	-140	943	932	857
0.0174	-10	144	-134	942	933	857
0.0175	-6	146	-138	942	934	858
0.0176	-6	150	-142	942	935	858
0.0177	-6	150	-142	942	936	858
0.0178	-10	148	-138	941	937	859
0.0179	-6	152	-144	941	938	859
0.018	-6	150	-142	941	939	859
0.0181	-10	150	-140	940	940	860
0.0182	-8	154	-144	939	941	859
0.0183	-14	148	-134	938	941	859
0.0184	-11	151	-139	937	941	859
0.0185	-6	150	-142	936	941	858
0.0186	-10	146	-134	935	942	858
0.0187	-7	149	-141	934	942	858
0.0188	-7	157	-149	933	942	857
0.0189	-13	149	-135	932	943	857
0.019	-11	151	-139	931	943	857
0.0191	-9	157	-147	929	943	857
0.0192	-12	150	-136	928	943	856
0.0193	-10	152	-142	927	944	856
0.0194	-10	160	-150	926	944	856
0.0195	-16	148	-130	925	944	856
0.0196	-14	154	-138	924	944	856
0.0197	-10	154	-142	923	945	855
0.0198	-15	147	-131	922	945	855
0.0199	-14	150	-134	920	945	855
0.02	-10	150	-140	919	945	855
0.0201	-19	145	-125	918	945	855
0.0202	-17	145	-127	917	945	855
0.0203	-12	148	-136	916	945	854
0.0204	-20	142	-122	914	946	854
0.0205	-18	142	-124	914	946	854
0.0206	-16	146	-128	912	946	854
0.0207	-26	136	-110	911	946	854
0.0208	-22	136	-114	910	946	854
0.0209	-25	141	-115	909	946	854
0.021	-29	129	-99	908	946	854
0.0211	-28	134	-106	907	946	854
0.0212	-28	134	-104	905	946	854
0.0213	-36	126	-90	904	946	854
0.0214	-36	128	-90	903	946	853
0.0215	-36	128	-90	902	946	854
0.0216	-41	119	-77	901	946	854
0.0217	-53	121	-67	899	946	854
0.0218	-53	125	-71	898	946	854
0.0219	-60	116	-54	897	946	854
0.022	-69	119	-49	896	946	854
0.0221	-66	124	-56	895	946	854
0.0222	-73	117	-43	893	946	854
0.0223	-80	120	-40	892	946	854
0.0224	-82	122	-38	891	946	854
0.0225	-100	118	-18	890	946	854
0.0226	-101	123	-21	889	946	854
0.0227	-104	124	-20	888	946	854
0.0228	-116	120	-2	886	946	854
0.0229	-122	128	-4	885	946	854
0.023	-125	129	-3	884	945	854
0.0231	-134	126	10	883	945	855
0.0232	-142	134	8	882	945	855
0.0233	-139	135	5	880	945	855
0.0234	-146	134	14	879	945	855
0.0235	-152	140	12	878	945	855
0.0236	-150	144	6	877	944	855
0.0237	-158	144	16	876	944	856
0.0238	-160	152	10	875	944	856
0.0239	-158	152	8	874	944	856
0.024	-161	155	7	873	944	856
0.0241	-167	159	9	871	943	857
0.0242	-167	165	3	870	943	857
0.0243	-174	160	16	869	943	857
0.0244	-176	164	14	868	943	857
0.0245	-174	164	10	867	942	858
0.0246	-181	169	13	866	942	858
0.0247	-175	167	9	865	942	858
0.0248	-186	174	14	864	941	859
0.0249	-182	170	12	863	941	859
0.025	-180	170	12	862	941	859
0.0251	-184	176	8	861	940	859
0.0252	-187	169	19	860	940	860
0.0253	-188	170	18	859	941	860
0.0254	-184	174	10	859	941	862
0.0255	-186	174	14	859	941	863
0.0256	-186	174	12	858	942	864
0.0257	-186	178	10	858	942	865
0.0258	-190	176	16	858	942	866
0.0259	-192	176	18	857	942	867
0.026	-187	177	11	857	943	868
0.0261	-193	173	21	857	943	869
0.0262	-193	179	15	857	943	870
0.0263	-190	180	12	856	944	871
0.0264	-194	180	14	856	944	873
0.0265	-195	179	17	856	944	873
0.0266	-200	180	22	856	944	874
0.0267	-197	175	23	855	944	876
0.0268	-198	178	20	855	945	877
0.0269	-203	175	29	855	945	878
0.027	-200	170	32	855	945	879
0.0271	-200	176	24	855	945	880
0.0272	-198	172	28	855	945	881
0.0273	-203	169	35	854	945	882
0.0274	-205	169	37	854	946	884
0.0275	-198	162	36	854	946	884
0.0276	-201	159	43	854	946	885
0.0277	-201	159	43	854	946	887
0.0278	-200	154	48	854	946	888
0.0279	-207	151	57	854	946	889
0.028	-200	146	54	854	946	890
0.0281	-206	142	64	854	946	891
0.0282	-204	136	68	854	946	893
0.0283	-207	135	73	854	946	894
0.0284	-205	133	73	853	946	895
0.0285	-203	119	85	853	946	896
0.0286	-208	114	96	853	946	897
0.0287	-204	108	96	853	947	899
0.0288	-208	102	106	853	947	900
0.0289	-210	100	112	853	947	901
0.029	-208	92	116	853	946	902
0.0291	-218	86	132	853	946	903
0.0292	-222	80	144	853	946	904
0.0293	-219	71	149	854	946	906
0.0294	-220	64	158	854	946	907
0.0295	-219	53	167	854	946	908
0.0296	-214	46	168	854	946	909
0.0297	-218	38	182	854	946	910
0.0298	-216	32	184	854	946	912
0.0299	-216	26	190	854	946	913
0.03	-218	16	202	854	946	914
0.0301	-230	12	218	854	946	915
0.0302	-223	9	215	854	946	916
0.0303	-226	-2	228	855	945	917
0.0304	-237	1	237	855	945	918
0.0305	-234	2	234	855	945	919
0.0306	-243	-1	245	855	945	921
0.0307	-245	1	245	855	945	922
0.0308	-246	4	244	855	944	923
0.0309	-249	-3	253	856	944	924
0.031	-258	2	256	856	944	925
0.0311	-256	4	252	856	944	927
0.0312	-265	-5	271	856	944	928
0.0313	-270	2	268	857	943	929
0.0314	-268	2	266	857	943	930
0.0315	-274	-4	280	857	943	931
0.0316	-277	-1	279	857	943	932
0.0317	-274	4	272	858	942	933
0.0318	-283	-7	291	858	942	934
0.0319	-288	0	288	858	942	935
0.032	-282	0	282	858	942	936
0.0321	-288	-8	296	859	941	937
0.0322	-285	-5	291	859	941	938
0.0323	-284	-4	290	859	941	939
0.0324	-296	-8	304	860	940	940
0.0325	-290	-6	298	859	939	941
0.0326	-290	-4	294	859	938	941
0.0327	-294	-8	302	859	937	941
0.0328	-290	-2	294	858	936	941
0.0329	-289	-5	295	858	935	942
0.033	-298	-6	306	858	934	942
0.0331	-292	-10	302	858	933	942
0.0332	-294	-4	300	857	931	943
