# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0075	-224	562	-336	854	946	905
0.0076	-232	566	-332	854	946	906
0.0077	-248	562	-312	854	946	907
0.0078	-253	569	-315	854	946	908
0.0079	-272	568	-296	854	946	909
0.008	-276	566	-290	854	946	910
0.0081	-294	576	-280	854	946	911
0.0082	-294	576	-280	854	946	912
0.0083	-310	574	-264	854	946	913
0.0084	-317	577	-259	854	946	914
0.0085	-330	584	-252	854	946	915
0.0086	-343	581	-237	854	946	916
0.0087	-353	585	-231	854	946	917
0.0088	-364	594	-228	855	945	917
0.0089	-376	594	-216	855	945	918
0.009	-388	602	-212	855	945	919
0.0091	-402	606	-202	855	945	920
0.0092	-412	604	-190	855	945	921
0.0093	-423	611	-187	855	945	922
0.0094	-439	613	-173	855	945	923
0.0095	-437	609	-171	856	944	924
0.0096	-452	614	-162	856	944	925
0.0097	-459	625	-165	856	944	926
0.0098	-470	618	-146	856	944	927
0.0099	-474	618	-142	856	944	928
0.01	-484	622	-136	856	944	928
0.0101	-499	621	-121	857	943	929
0.0102	-501	621	-119	857	943	930
0.0103	-510	620	-110	857	943	931
0.0104	-520	612	-92	857	943	932
0.0105	-525	615	-89	857	942	933
0.0106	-530	620	-88	858	942	933
0.0107	-536	608	-72	858	942	934
0.0108	-542	608	-64	858	942	935
0.0109	-544	604	-58	858	942	936
0.011	-553	599	-45	859	941	937
0.0111	-556	598	-42	859	941	937
0.0112	-558	596	-36	859	941	938
0.0113	-568	588	-20	859	941	939
0.0114	-568	590	-20	860	940	940
0.0115	-576	586	-8	859	939	940
0.0116	-575	579	-3	859	939	941
0.0117	-576	586	-10	859	938	941
0.0118	-582	584	-2	859	937	941
0.0119	-577	579	-1	858	936	941
0.012	-575	579	-3	858	935	942
0.0121	-572	582	-10	858	935	942
0.0122	-577	581	-3	858	934	942
0.0123	-573	581	-7	858	933	942
0.0124	-573	581	-7	857	932	943
0.0125	-575	577	-1	857	931	943
0.0126	-577	579	-1	857	930	943
0.0127	-568	578	-10	857	929	943
0.0128	-569	575	-5	856	928	943
0.0129	-565	567	-1	856	927	944
0.013	-560	566	-6	856	926	944
0.0131	-563	563	1	856	925	944
0.0132	-560	562	-2	856	925	944
0.0133	-560	560	2	856	924	944
0.0134	-555	557	-1	855	923	944
0.0135	-555	559	-3	855	922	945
0.0136	-548	558	-8	855	921	945
0.0137	-550	548	4	855	920	945
0.0138	-550	548	2	855	919	945
0.0139	-544	550	-6	855	918	945
0.014	-542	544	-2	855	917	945
0.0141	-538	540	0	854	916	945
0.0142	-537	539	-1	854	915	946
0.0143	-542	538	4	854	915	946
0.0144	-538	530	10	854	914	946
0.0145	-528	532	-2	854	913	946
0.0146	-533	527	7	854	912	946
0.0147	-525	529	-3	854	911	946
0.0148	-523	527	-3	854	910	946
0.0149	-519	517	3	854	909	946
0.015	-522	518	6	854	908	946
0.0151	-508	512	-2	854	907	946
0.0152	-510	508	4	854	906	946
0.0153	-498	500	0	854	905	946
0.0154	-502	494	10	854	905	946
0.0155	-496	492	6	853	904	946
0.0156	-489	491	-1	853	903	946
0.0157	-485	489	-3	853	902	946
0.0158	-485	481	5	853	901	946
0.0159	-480	482	0	853	900	946
0.016	-474	472	2	853	899	946
0.0161	-471	471	1	853	898	946
0.0162	-471	465	7	853	897	946
0.0163	-458	460	-2	853	896	946
0.0164	-452	452	2	854	895	946
0.0165	-450	448	4	854	894	946
0.0166	-440	440	2	854	893	946
0.0167	-436	434	2	854	892	946
0.0168	-432	426	6	854	891	946
0.0169	-426	420	6	854	890	946
0.017	-415	413	3	854	889	946
0.0171	-407	405	3	854	888	946
0.0172	-406	398	8	854	887	946
0.0173	-415	379	37	854	886	946
0.0174	-422	358	66	854	885	946
0.0175	-442	348	94	854	885	946
0.0176	-459	323	137	854	884	946
0.0177	-470	306	164	854	883	945
0.0178	-491	293	199	855	882	945
0.0179	-507	273	235	855	881	945
0.018	-514	258	256	855	880	945
0.0181	-528	236	294	855	879	945
0.0182	-539	219	321	855	878	945
0.0183	-554	204	350	855	877	945
0.0184	-551	191	361	855	876	945
0.0185	-572	168	406	856	875	944
0.0186	-576	154	424	856	875	944
0.0187	-584	144	442	856	874	944
0.0188	-592	122	470	856	873	944
0.0189	-599	113	487	856	872	944
0.019	-602	102	500	856	871	943
0.0191	-610	86	526	857	870	943
0.0192	-608	72	536	857	869	943
0.0193	-608	62	546	857	868	943
0.0194	-614	42	572	857	867	943
0.0195	-610	30	580	858	866	942
0.0196	-608	20	590	858	866	942
0.0197	-605	7	599	858	865	942
0.0198	-623	7	617	858	864	942
0.0199	-614	6	608	858	863	941
0.02	-619	-3	623	859	862	941
0.0201	-620	2	618	859	862	941
0.0202	-618	0	618	859	861	941
0.0203	-626	-6	632	859	860	940
0.0204	-628	-2	632	860	859	941
0.0205	-622	-6	628	861	859	941
0.0206	-629	-11	641	862	859	941
0.0207	-624	-10	636	862	859	941
0.0208	-619	-13	633	863	858	942
0.0209	-623	-19	643	864	858	942
0.021	-618	-20	640	865	858	942
0.0211	-616	-20	638	866	858	942
0.0212	-616	-26	644	867	857	943
0.0213	-607	-29	637	868	857	943
0.0214	-602	-34	636	869	857	943
0.0215	-604	-40	644	870	857	943
0.0216	-593	-41	635	870	856	943
0.0217	-588	-46	634	871	856	944
0.0218	-581	-55	637	872	856	944
0.0219	-580	-56	636	873	856	944
0.022	-568	-60	628	874	856	944
0.0221	-569	-69	639	875	856	944
0.0222	-561	-73	635	876	855	945
0.0223	-551	-75	627	877	855	945
0.0224	-550	-84	634	877	855	945
0.0225	-544	-86	632	878	855	945
0.0226	-534	-92	628	879	855	945
0.0227	-536	-106	642	880	855	945
0.0228	-526	-104	630	881	855	945
0.0229	-516	-110	628	882	854	945
0.023	-511	-123	635	883	854	946
0.0231	-506	-126	634	884	854	946
0.0232	-494	-132	626	885	854	946
0.0233	-492	-144	636	886	854	946
0.0234	-488	-152	640	887	854	946
0.0235	-476	-154	632	888	854	946
0.0236	-469	-167	637	889	854	946
0.0237	-459	-169	629	890	854	946
0.0238	-450	-180	630	891	854	946
0.0239	-448	-188	636	892	854	946
0.024	-434	-196	630	892	853	946
0.0241	-428	-200	628	893	853	946
0.0242	-424	-212	636	894	853	947
0.0243	-419	-219	639	895	853	947
0.0244	-407	-221	629	896	853	947
0.0245	-402	-238	642	897	853	947
0.0246	-392	-244	636	898	853	947
0.0247	-382	-252	634	899	853	947
0.0248	-374	-264	638	900	853	947
0.0249	-370	-270	642	901	853	947
0.025	-359	-277	637	902	853	947
0.0251	-352	-294	646	902	853	947
0.0252	-344	-296	642	903	853	947
0.0253	-334	-306	640	904	853	947
0.0254	-332	-314	646	905	853	947
0.0255	-320	-320	642	906	853	947
0.0256	-308	-332	642	907	853	946
0.0257	-303	-335	639	908	854	946
0.0258	-301	-345	647	909	854	946
0.0259	-286	-348	636	910	854	946
0.026	-280	-360	640	911	854	946
0.0261	-272	-364	636	912	854	946
0.0262	-260	-374	634	913	854	946
0.0263	-252	-382	636	914	854	946
0.0264	-244	-390	634	915	854	946
0.0265	-236	-392	630	916	854	946
0.0266	-230	-402	634	917	854	946
0.0267	-216	-412	628	918	854	946
0.0268	-204	-414	618	919	855	945
0.0269	-200	-428	630	920	855	945
0.027	-189	-431	621	921	855	945
0.0271	-179	-441	621	922	855	945
0.0272	-174	-454	628	922	855	945
0.0273	-166	-456	622	923	855	945
0.0274	-154	-470	624	924	855	945
0.0275	-148	-478	628	925	856	944
0.0276	-140	-486	626	926	856	944
0.0277	-130	-496	626	927	856	944
0.0278	-118	-502	622	928	856	944
0.0279	-118	-510	630	929	856	944
0.028	-111	-517	629	930	856	943
0.0281	-104	-532	638	930	857	943
0.0282	-93	-537	631	931	857	943
0.0283	-95	-541	637	932	857	943
0.0284	-80	-550	630	933	857	943
0.0285	-77	-551	629	934	858	942
0.0286	-75	-563	639	934	858	942
0.0287	-64	-570	636	935	858	942
0.0288	-64	-572	638	936	858	942
0.0289	-52	-580	632	937	859	941
0.029	-48	-584	632	938	859	941
0.0291	-40	-590	630	939	859	941
0.0292	-30	-588	620	940	859	941
0.0293	-30	-594	624	940	860	940
0.0294	-25	-597	623	941	859	940
0.0295	-18	-594	612	941	859	939
0.0296	-16	-594	610	941	859	938
0.0297	-7	-603	611	941	859	937
0.0298	-2	-604	608	942	858	936
0.0299	-9	-607	617	942	858	935
0.03	0	-608	608	942	858	934
0.0301	3	-605	603	942	858	933
0.0302	2	-602	602	943	857	933
0.0303	-4	-598	602	943	857	932
0.0304	-2	-604	606	943	857	931
0.0305	-2	-604	606	943	857	930
0.0306	-1	-597	599	943	857	929
0.0307	2	-596	596	944	856	928
0.0308	-2	-598	600	944	856	927
0.0309	2	-592	592	944	856	927
0.031	1	-593	593	944	856	926
0.0311	4	-594	592	944	856	925
0.0312	-1	-589	591	944	855	924
0.0313	10	-588	578	945	855	923
0.0314	4	-588	584	945	855	922
0.0315	8	-582	574	945	855	921
0.0316	10	-578	568	945	855	920
0.0317	14	-582	570	945	855	919
0.0318	11	-573	563	945	855	918
0.0319	20	-574	556	945	855	918
0.032	20	-580	562	946	854	917
0.0321	22	-570	550	946	854	916
0.0322	26	-572	546	946	854	915
0.0323	33	-577	545	946	854	914
0.0324	31	-571	541	946	854	913
0.0325	40	-572	532	946	854	912
0.0326	41	-573	533	946	854	911
0.0327	46	-570	526	946	854	910
0.0328	52	-568	516	946	854	909
0.0329	56	-570	516	946	854	908
0.033	60	-568	510	946	854	907
0.0331	69	-567	499	946	854	906
0.0332	70	-572	504	946	853	905
