# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0058	-419	577	-157	856	944	926
0.0059	-459	563	-103	857	943	931
0.006	-492	550	-56	859	941	937
0.0061	-520	540	-18	859	939	941
0.0062	-540	522	18	858	933	942
0.0063	-558	510	50	856	928	944
0.0064	-563	487	77	855	922	945
0.0065	-570	458	112	854	916	945
0.0066	-576	432	144	854	910	946
0.0067	-573	397	177	854	905	946
0.0068	-572	352	222	853	899	946
0.0069	-566	314	254	854	893	946
0.007	-558	268	290	854	887	946
0.0071	-548	218	332	855	881	945
0.0072	-530	158	372	856	876	944
0.0073	-504	106	398	857	870	943
0.0074	-487	49	439	858	865	942
0.0075	-473	9	465	860	859	940
0.0076	-462	-18	482	865	858	942
0.0077	-459	-47	507	870	856	943
0.0078	-442	-68	510	876	855	945
0.0079	-420	-96	518	882	854	945
0.008	-396	-132	530	888	854	946
0.0081	-368	-172	542	894	853	947
0.0082	-330	-206	536	899	853	947
0.0083	-290	-246	536	905	853	947
0.0084	-257	-283	541	911	854	946
0.0085	-202	-322	526	917	854	946
0.0086	-158	-354	514	922	855	945
0.0087	-110	-396	508	928	856	944
0.0088	-58	-432	490	934	858	942
0.0089	-20	-464	486	939	859	941
0.009	4	-478	474	941	858	937
0.0091	21	-497	477	943	857	931
0.0092	44	-508	464	944	856	926
0.0093	66	-518	452	945	855	920
0.0094	86	-528	442	946	854	914
0.0095	119	-537	419	946	854	909
0.0096	152	-542	392	947	853	903
0.0097	184	-544	360	946	853	897
0.0098	216	-550	334	946	854	891
0.0099	250	-548	300	946	854	885
0.01	285	-547	263	945	855	879
0.0101	316	-546	232	944	856	874
0.0102	343	-533	191	943	857	868
0.0103	382	-520	140	941	859	863
0.0104	408	-512	106	941	862	859
0.0105	436	-488	54	943	867	857
0.0106	462	-474	14	944	873	856
0.0107	470	-462	-6	945	878	855
0.0108	479	-449	-29	946	884	854
0.0109	489	-419	-69	946	889	854
0.011	491	-405	-85	946	895	853
0.0111	500	-372	-126	947	901	853
0.0112	502	-342	-158	946	907	854
0.0113	496	-316	-178	946	913	854
0.0114	488	-276	-210	945	919	855
0.0115	488	-236	-252	944	924	856
0.0116	474	-198	-276	943	930	857
0.0117	460	-148	-310	942	935	858
0.0118	443	-99	-343	940	940	860
0.0119	417	-55	-361	935	942	858
0.012	394	-6	-388	930	943	857
0.0121	384	26	-408	924	944	856
0.0122	371	53	-423	918	945	855
0.0123	344	80	-424	912	946	854
0.0124	328	108	-436	907	946	854
0.0125	298	152	-448	901	946	854
0.0126	253	191	-443	895	946	854
0.0127	218	234	-450	889	946	854
0.0128	166	274	-440	883	945	855
0.0129	118	322	-438	877	944	855
0.013	68	364	-430	871	943	857
0.0131	12	410	-422	866	942	858
0.0132	-13	439	-425	861	940	859
0.0133	-37	455	-417	858	941	863
0.0134	-56	472	-414	857	943	869
0.0135	-80	496	-414	856	944	874
0.0136	-111	511	-399	855	945	880
0.0137	-148	524	-374	854	946	885
0.0138	-186	538	-352	854	946	891
0.0139	-217	555	-337	853	946	897
0.014	-260	562	-300	853	946	903
0.0141	-298	574	-276	854	946	909
0.0142	-335	577	-241	854	946	915
0.0143	-375	575	-199	855	945	921
0.0144	-419	571	-151	856	944	927
0.0145	-454	566	-110	857	943	932
0.0146	-488	546	-56	859	941	937
0.0147	-531	539	-7	859	938	941
0.0148	-542	528	14	858	933	942
0.0149	-551	511	41	856	927	944
0.015	-562	488	76	855	922	945
0.0151	-568	462	106	854	916	946
0.0152	-570	430	140	854	910	946
0.0153	-574	396	178	853	904	946
0.0154	-567	347	221	853	898	946
0.0155	-568	310	258	854	892	946
0.0156	-556	264	292	854	886	946
0.0157	-542	212	330	855	880	945
0.0158	-528	156	374	856	875	944
0.0159	-505	101	405	857	870	943
0.016	-486	48	440	858	864	942
0.0161	-468	2	466	860	859	941
0.0162	-469	-23	493	865	858	942
0.0163	-454	-46	500	871	856	944
0.0164	-442	-74	518	877	855	945
0.0165	-426	-102	530	882	854	946
0.0166	-398	-134	532	888	854	946
0.0167	-372	-174	546	894	853	947
0.0168	-326	-216	544	900	853	947
0.0169	-292	-246	540	906	853	947
0.017	-252	-290	544	912	854	946
0.0171	-200	-328	530	917	854	946
0.0172	-154	-360	516	923	855	945
0.0173	-108	-396	504	929	856	944
0.0174	-56	-432	490	934	858	942
0.0175	-10	-464	476	939	859	941
0.0176	-2	-480	482	942	858	936
0.0177	28	-498	470	943	857	931
0.0178	50	-508	458	944	856	925
0.0179	75	-527	453	945	855	919
0.018	97	-531	435	946	854	914
0.0181	124	-534	412	946	854	908
0.0182	154	-546	394	946	853	902
0.0183	186	-546	360	946	853	896
0.0184	224	-548	326	946	854	890
0.0185	254	-554	300	946	854	885
0.0186	282	-544	264	945	855	879
0.0187	324	-542	220	944	856	873
0.0188	353	-539	187	943	857	868
0.0189	376	-522	146	941	859	862
0.019	410	-504	94	941	862	859
0.0191	433	-495	63	943	868	857
0.0192	450	-468	20	944	873	856
0.0193	474	-456	-18	945	879	855
0.0194	478	-446	-30	946	885	854
0.0195	482	-422	-58	946	890	854
0.0196	496	-400	-94	946	896	853
0.0197	495	-375	-119	947	902	853
0.0198	495	-341	-153	946	908	854
0.0199	497	-307	-189	946	914	854
0.02	485	-273	-211	945	919	855
0.0201	482	-230	-250	944	925	856
0.0202	474	-188	-284	943	930	857
0.0203	454	-144	-308	942	936	858
0.0204	442	-94	-346	940	940	860
0.0205	414	-42	-372	934	942	858
0.0206	396	-8	-388	929	943	857
0.0207	383	27	-409	923	944	856
0.0208	374	54	-428	917	945	855
0.0209	347	83	-429	912	946	854
0.021	320	116	-436	906	946	854
0.0211	289	157	-445	900	946	854
0.0212	249	191	-439	894	946	854
0.0213	205	235	-439	888	946	854
0.0214	168	280	-446	882	945	855
0.0215	111	323	-433	877	944	856
0.0216	60	374	-434	871	943	857
0.0217	13	417	-429	866	942	858
0.0218	-18	436	-418	860	940	860
0.0219	-36	456	-420	858	942	864
0.022	-58	476	-416	857	943	870
0.0221	-84	490	-404	856	944	875
0.0222	-121	509	-387	855	945	880
0.0223	-150	526	-374	854	946	886
0.0224	-188	538	-348	854	946	892
0.0225	-221	553	-331	853	947	898
0.0226	-261	565	-303	853	946	904
0.0227	-306	566	-260	854	946	910
0.0228	-346	576	-230	854	946	916
0.0229	-382	578	-196	855	945	921
0.023	-425	567	-141	856	944	927
0.0231	-465	565	-99	857	942	933
0.0232	-502	552	-50	859	941	938
0.0233	-529	533	-3	859	937	941
0.0234	-549	527	23	857	932	942
0.0235	-551	509	43	856	927	944
0.0236	-562	480	84	855	921	945
0.0237	-571	461	111	854	915	946
0.0238	-570	426	144	854	909	946
0.0239	-576	388	188	853	904	946
0.024	-568	350	220	853	898	946
0.0241	-562	310	252	854	892	946
0.0242	-559	259	301	854	886	946
0.0243	-547	211	337	855	880	945
0.0244	-521	163	359	856	874	944
0.0245	-506	100	408	857	869	943
0.0246	-486	46	440	858	863	941
0.0247	-467	11	457	861	859	941
0.0248	-465	-21	487	866	858	942
0.0249	-460	-46	508	871	856	944
0.025	-441	-71	513	877	855	945
0.0251	-427	-105	533	883	854	946
0.0252	-394	-138	534	889	854	946
0.0253	-358	-172	532	894	853	947
0.0254	-328	-216	546	900	853	947
0.0255	-289	-251	541	906	853	947
0.0256	-245	-285	531	912	854	946
0.0257	-202	-330	534	918	854	945
0.0258	-151	-365	517	924	855	945
0.0259	-100	-400	502	929	856	944
0.026	-57	-441	499	934	858	942
0.0261	-19	-465	485	940	859	941
0.0262	8	-478	472	942	858	936
0.0263	25	-499	475	943	857	930
0.0264	48	-508	460	944	856	925
0.0265	72	-518	446	945	855	919
0.0266	91	-527	437	946	854	913
0.0267	126	-536	410	946	854	907
0.0268	158	-538	380	947	853	901
0.0269	195	-545	351	946	853	895
0.027	222	-548	326	946	854	889
0.0271	261	-547	287	946	854	884
0.0272	290	-548	258	945	855	878
0.0273	325	-539	215	944	856	873
0.0274	355	-531	177	942	857	867
0.0275	382	-520	138	941	859	862
0.0276	412	-504	92	941	863	859
0.0277	441	-487	47	943	868	857
0.0278	459	-471	13	944	873	856
0.0279	472	-458	-12	945	879	855
0.028	484	-440	-42	946	885	854
0.0281	494	-424	-70	946	891	854
0.0282	491	-397	-93	947	897	853
0.0283	497	-367	-129	947	903	853
0.0284	499	-341	-157	946	908	854
0.0285	494	-306	-188	946	914	854
0.0286	493	-267	-225	945	920	855
0.0287	479	-231	-247	944	925	856
0.0288	470	-182	-286	943	931	857
0.0289	459	-137	-321	942	936	858
0.029	438	-94	-342	939	941	859
0.0291	420	-38	-382	934	942	858
0.0292	402	0	-400	928	943	856
0.0293	390	24	-412	923	945	855
0.0294	368	56	-422	917	945	855
0.0295	346	90	-436	911	946	854
0.0296	324	126	-450	905	946	854
0.0297	280	162	-440	900	946	854
0.0298	254	200	-454	894	946	854
0.0299	214	242	-454	888	946	854
0.03	164	284	-448	882	945	855
0.0301	114	332	-444	876	944	856
0.0302	57	377	-433	870	943	857
0.0303	11	419	-429	865	942	858
0.0304	-14	442	-428	860	940	860
0.0305	-45	461	-415	858	942	865
0.0306	-62	478	-414	857	943	870
0.0307	-87	495	-407	855	944	876
0.0308	-124	510	-386	855	945	881
0.0309	-154	528	-372	854	946	887
0.031	-187	541	-353	854	946	892
0.0311	-232	552	-320	853	947	898
0.0312	-265	561	-295	853	946	904
0.0313	-314	572	-258	854	946	910
0.0314	-350	572	-222	854	946	916
0.0315	-393	573	-179	855	945	922
0.0316	-430	574	-144	856	944	928
0.0317	-467	559	-91	858	942	933
0.0318	-502	550	-48	859	941	938
0.0319	-524	538	-14	859	937	941
0.032	-543	517	27	857	931	943
0.0321	-550	502	48	856	926	944
0.0322	-560	480	82	855	920	945
0.0323	-571	451	121	854	915	946
0.0324	-572	420	154	854	909	946
0.0325	-565	385	181	854	903	946
0.0326	-570	342	228	853	897	946
0.0327	-560	302	260	854	891	946
0.0328	-544	252	294	854	885	946
0.0329	-538	198	342	855	879	945
0.033	-527	147	381	856	874	944
0.0331	-498	92	408	857	868	943
0.0332	-480	34	448	859	863	941
