# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0076	198	-76	-120	945	918	855
0.0077	194	-74	-118	945	919	855
0.0078	188	-66	-122	945	920	855
0.0079	184	-62	-120	945	921	855
0.008	177	-51	-125	945	922	855
0.0081	178	-44	-134	945	923	855
0.0082	172	-38	-134	944	924	856
0.0083	174	-34	-140	944	926	856
0.0084	175	-29	-145	944	927	856
0.0085	168	-22	-144	944	928	856
0.0086	169	-17	-151	943	929	856
0.0087	163	-11	-151	943	930	857
0.0088	172	-12	-160	943	931	857
0.0089	176	-8	-168	943	932	857
0.009	180	-8	-172	942	933	857
0.0091	176	-10	-166	942	934	858
0.0092	184	-6	-178	942	935	858
0.0093	187	-1	-185	941	937	858
0.0094	186	-2	-182	941	937	859
0.0095	180	0	-178	941	938	859
0.0096	192	-2	-190	940	940	859
0.0097	185	1	-185	940	940	860
0.0098	190	2	-192	939	941	859
0.0099	193	-3	-189	938	941	859
0.01	194	-4	-190	937	941	859
0.0101	200	0	-198	936	942	858
0.0102	204	0	-202	935	942	858
0.0103	197	-1	-193	934	942	858
0.0104	204	2	-204	932	942	858
0.0105	204	4	-208	932	943	857
0.0106	201	-3	-197	930	943	857
0.0107	204	4	-206	929	943	857
0.0108	208	4	-210	928	943	856
0.0109	207	5	-211	927	944	856
0.011	207	7	-213	926	944	856
0.0111	208	10	-216	925	944	856
0.0112	212	8	-220	924	944	856
0.0113	212	10	-220	923	945	855
0.0114	213	9	-221	921	945	855
0.0115	210	8	-216	920	945	855
0.0116	215	9	-223	919	945	855
0.0117	219	13	-231	918	945	855
0.0118	204	16	-220	917	945	855
0.0119	204	18	-222	915	946	854
0.012	212	22	-234	914	946	854
0.0121	210	22	-232	914	946	854
0.0122	206	28	-234	912	946	854
0.0123	202	30	-232	911	946	854
0.0124	200	34	-232	910	946	854
0.0125	200	36	-236	909	946	854
0.0126	190	40	-230	908	946	854
0.0127	191	39	-229	906	946	854
0.0128	188	48	-236	905	946	854
0.0129	179	51	-229	904	946	854
0.013	177	49	-225	903	946	854
0.0131	168	56	-224	902	946	854
0.0132	173	59	-231	900	946	854
0.0133	163	63	-225	899	946	854
0.0134	160	66	-226	898	946	854
0.0135	153	73	-225	897	946	854
0.0136	144	80	-224	896	946	854
0.0137	138	76	-212	894	946	854
0.0138	134	86	-220	893	946	854
0.0139	125	77	-201	892	946	854
0.014	124	86	-208	891	946	854
0.0141	121	93	-213	890	946	854
0.0142	110	92	-200	889	946	854
0.0143	106	96	-200	887	946	854
0.0144	98	98	-196	886	946	854
0.0145	98	100	-198	885	946	854
0.0146	86	106	-190	884	945	854
0.0147	88	108	-194	883	945	855
0.0148	73	111	-183	881	945	855
0.0149	75	111	-185	880	945	855
0.015	62	122	-182	879	945	855
0.0151	58	118	-176	878	945	855
0.0152	42	128	-168	877	944	855
0.0153	46	134	-180	876	944	856
0.0154	36	140	-174	875	944	856
0.0155	28	142	-168	874	944	856
0.0156	26	148	-172	872	944	856
0.0157	24	146	-170	871	943	857
0.0158	13	155	-167	870	943	857
0.0159	12	158	-168	869	943	857
0.016	5	163	-167	868	943	857
0.0161	8	166	-174	867	942	858
0.0162	8	174	-180	866	942	858
0.0163	1	173	-173	865	942	858
0.0164	4	182	-184	864	941	859
0.0165	4	184	-186	863	941	859
0.0166	2	182	-182	861	941	859
0.0167	-3	187	-183	861	940	859
0.0168	6	190	-196	860	940	860
0.0169	0	190	-190	859	941	861
0.017	-5	197	-191	859	941	862
0.0171	5	201	-205	859	941	863
0.0172	-3	199	-195	858	942	864
0.0173	0	200	-200	858	942	865
0.0174	8	202	-208	858	942	866
0.0175	0	204	-204	857	942	867
0.0176	5	209	-213	857	943	868
0.0177	-4	214	-210	857	943	869
0.0178	-6	212	-204	857	943	870
0.0179	0	218	-216	856	944	872
0.018	-1	217	-215	856	944	873
0.0181	-2	218	-214	856	944	873
0.0182	-4	224	-220	856	944	875
0.0183	4	224	-226	855	944	876
0.0184	0	224	-224	855	945	877
0.0185	-2	232	-228	855	945	878
0.0186	-2	238	-236	855	945	879
0.0187	-8	234	-226	855	945	880
0.0188	-10	242	-232	855	945	881
0.0189	-3	243	-239	854	945	882
0.019	-10	242	-230	854	946	884
0.0191	-9	249	-239	854	946	884
0.0192	-10	256	-244	854	946	886
0.0193	-16	250	-234	854	946	887
0.0194	-16	258	-240	854	946	888
0.0195	-25	263	-237	854	946	889
0.0196	-24	256	-230	854	946	890
0.0197	-25	259	-233	854	946	892
0.0198	-23	265	-241	854	946	893
0.0199	-28	262	-232	854	946	894
0.02	-34	260	-226	853	946	895
0.0201	-34	262	-226	853	946	896
0.0202	-36	256	-220	853	946	897
0.0203	-48	254	-206	853	947	899
0.0204	-42	258	-216	853	947	900
0.0205	-54	256	-200	853	946	901
0.0206	-53	257	-203	853	946	902
0.0207	-54	250	-196	853	946	903
0.0208	-57	249	-191	853	946	905
0.0209	-60	250	-188	854	946	906
0.021	-64	250	-186	854	946	907
0.0211	-68	240	-170	854	946	908
0.0212	-75	245	-169	854	946	909
0.0213	-70	240	-170	854	946	911
0.0214	-82	234	-150	854	946	912
0.0215	-76	232	-156	854	946	913
0.0216	-85	241	-155	854	946	914
0.0217	-86	228	-140	854	946	915
0.0218	-94	232	-136	854	946	917
0.0219	-97	233	-135	855	945	917
0.022	-113	229	-115	855	945	918
0.0221	-119	229	-109	855	945	920
0.0222	-114	226	-112	855	945	921
0.0223	-122	224	-102	855	945	922
0.0224	-137	229	-91	855	944	923
0.0225	-132	224	-90	856	944	924
0.0226	-143	219	-75	856	944	926
0.0227	-157	223	-65	856	944	927
0.0228	-151	225	-73	856	944	928
0.0229	-159	217	-57	857	943	929
0.023	-168	222	-54	857	943	930
0.0231	-175	223	-47	857	943	931
0.0232	-183	215	-31	857	943	932
0.0233	-186	220	-32	858	942	933
0.0234	-192	222	-28	858	942	934
0.0235	-201	217	-15	858	942	935
0.0236	-203	223	-19	859	941	937
0.0237	-207	229	-21	859	941	937
0.0238	-219	225	-5	859	941	938
0.0239	-219	231	-11	859	940	940
0.024	-232	234	0	860	940	940
0.0241	-224	238	-12	859	939	941
0.0242	-230	240	-8	859	938	941
0.0243	-236	236	0	859	937	941
0.0244	-236	242	-6	858	936	942
0.0245	-240	250	-8	858	935	942
0.0246	-242	250	-6	858	934	942
0.0247	-246	250	-4	857	932	942
0.0248	-262	262	0	857	931	943
0.0249	-255	265	-9	857	930	943
0.025	-264	262	2	857	929	943
0.0251	-268	266	2	856	928	943
0.0252	-267	275	-7	856	927	944
0.0253	-276	274	2	856	926	944
0.0254	-278	284	-4	856	925	944
0.0255	-280	286	-6	856	924	944
0.0256	-284	284	0	855	923	945
0.0257	-286	292	-4	855	921	945
0.0258	-284	292	-8	855	920	945
0.0259	-292	302	-8	855	919	945
0.026	-291	297	-5	855	918	945
0.0261	-295	303	-7	854	917	945
0.0262	-298	296	2	854	915	946
0.0263	-296	298	-2	854	914	946
0.0264	-292	300	-6	854	913	946
0.0265	-290	298	-8	854	912	946
0.0266	-291	293	-1	854	911	946
0.0267	-288	290	-2	854	910	946
0.0268	-287	291	-3	854	909	946
0.0269	-286	290	-4	854	907	946
0.027	-288	290	-2	854	906	946
0.0271	-286	286	2	854	905	946
0.0272	-276	290	-14	853	904	946
0.0273	-274	282	-6	853	903	946
0.0274	-276	272	4	853	902	946
0.0275	-271	275	-3	853	900	946
0.0276	-268	278	-10	853	899	946
0.0277	-272	272	2	853	898	946
0.0278	-272	270	2	853	897	946
0.0279	-261	267	-5	853	896	946
0.028	-260	266	-4	854	895	946
0.0281	-252	258	-6	854	893	946
0.0282	-254	260	-4	854	892	946
0.0283	-246	254	-6	854	891	946
0.0284	-249	247	3	854	890	946
0.0285	-236	240	-4	854	889	946
0.0286	-234	230	6	854	887	946
0.0287	-229	233	-3	854	886	946
0.0288	-221	225	-3	854	885	946
0.0289	-218	222	-2	854	884	946
0.029	-216	220	-4	854	883	945
0.0291	-221	217	5	855	881	945
0.0292	-209	205	5	855	880	945
0.0293	-205	207	-1	855	879	945
0.0294	-198	202	-2	855	878	945
0.0295	-198	194	6	855	877	945
0.0296	-188	188	0	856	876	944
0.0297	-180	184	-4	856	875	944
0.0298	-180	174	8	856	874	944
0.0299	-168	172	-4	856	872	944
0.03	-167	171	-3	856	871	944
0.0301	-165	159	7	857	871	943
0.0302	-157	155	3	857	869	943
0.0303	-150	152	-2	857	868	943
0.0304	-148	144	4	857	867	942
0.0305	-146	140	8	858	866	942
0.0306	-136	136	2	858	865	942
0.0307	-134	126	8	858	864	942
0.0308	-124	124	2	859	863	941
0.0309	-116	118	0	859	862	941
0.031	-115	107	9	859	861	941
0.0311	-106	106	2	859	860	940
0.0312	-104	102	2	861	859	941
0.0313	-100	94	8	861	859	941
0.0314	-94	94	0	862	859	941
0.0315	-89	89	1	864	858	942
0.0316	-83	77	7	865	858	942
0.0317	-87	79	9	866	858	942
0.0318	-70	72	-2	867	857	943
0.0319	-72	64	8	868	857	943
0.032	-72	64	10	869	857	943
0.0321	-60	62	-2	870	857	943
0.0322	-48	48	2	871	856	944
0.0323	-52	50	2	872	856	944
0.0324	-44	44	0	873	856	944
0.0325	-43	35	9	875	856	944
0.0326	-37	35	3	876	855	945
0.0327	-30	28	2	877	855	945
0.0328	-30	20	10	878	855	945
0.0329	-21	17	5	879	855	945
0.033	-20	20	0	880	855	945
0.0331	-16	14	4	881	855	945
0.0332	-18	16	4	882	854	946
