# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0083	-11	3	9	854	883	945
0.0084	-5	7	-1	854	883	945
0.0085	-8	0	10	854	883	945
0.0086	-8	0	10	854	883	945
0.0087	-4	0	4	854	883	945
0.0088	-7	1	7	854	883	945
0.0089	-6	4	2	854	883	945
0.009	-8	0	8	854	883	945
0.0091	-1	-1	3	854	883	945
0.0092	-3	3	1	854	883	945
0.0093	-1	3	-1	854	883	945
0.0094	-9	-1	11	854	883	945
0.0095	-3	1	3	854	883	945
0.0096	-9	1	9	854	883	945
0.0097	-2	2	0	854	883	945
0.0098	-7	1	7	854	883	945
0.0099	-6	2	4	854	883	945
0.01	-1	-1	3	854	883	945
0.0101	-2	2	0	854	883	945
0.0102	-4	0	4	854	883	945
0.0103	-8	-2	12	854	883	945
0.0104	-10	0	12	854	883	945
0.0105	0	2	0	854	883	945
0.0106	-10	2	10	854	883	945
0.0107	-7	-3	11	854	883	945
0.0108	-1	3	-1	854	883	945
0.0109	-11	3	9	854	883	945
0.011	-2	0	2	854	883	945
0.0111	-2	0	2	854	883	945
0.0112	-12	2	10	854	883	945
0.0113	-3	3	1	854	883	945
0.0114	-1	3	-1	854	883	945
0.0115	-6	0	8	854	883	945
0.0116	-6	4	4	854	883	945
0.0117	-1	-1	3	854	883	945
0.0118	-6	0	8	854	883	945
0.0119	-6	4	2	854	883	945
0.012	-1	5	-3	854	883	945
0.0121	-1	-1	3	854	883	945
0.0122	-5	1	5	854	883	945
0.0123	-2	4	-2	854	883	945
0.0124	-8	0	8	854	883	945
0.0125	-8	4	4	854	883	945
0.0126	-9	3	7	854	883	945
0.0127	-2	4	0	854	883	945
0.0128	-5	1	5	854	883	945
0.0129	-4	2	4	854	883	945
0.013	-5	3	3	854	883	945
0.0131	-8	0	10	854	883	945
0.0132	-8	0	8	854	883	945
0.0133	-8	-4	12	854	883	945
0.0134	-5	1	5	854	883	945
0.0135	-4	-2	6	854	883	945
0.0136	-8	0	10	854	883	945
0.0137	-8	0	10	854	883	945
0.0138	-1	5	-3	854	883	945
0.0139	-9	-1	11	854	883	945
0.014	-6	2	4	854	883	945
0.0141	-2	2	0	854	883	945
0.0142	-8	0	8	854	883	945
0.0143	-6	0	6	854	883	945
0.0144	1	3	-3	854	883	945
0.0145	-5	-3	9	854	883	945
0.0146	-8	0	10	854	883	945
0.0147	-6	2	6	854	883	945
0.0148	-8	0	10	854	883	945
0.0149	-10	4	6	854	883	945
0.015	-8	-2	10	854	883	945
0.0151	-14	6	10	854	883	945
0.0152	-1	-1	3	854	883	945
0.0153	-2	0	2	854	883	945
0.0154	-8	0	10	854	883	945
0.0155	-6	2	6	854	883	945
0.0156	-5	1	5	854	883	945
0.0157	-10	2	8	854	883	945
0.0158	-6	2	4	854	883	945
0.0159	-1	3	-1	854	883	945
0.016	-9	-1	11	854	883	945
0.0161	-5	1	5	854	883	945
0.0162	-2	2	2	854	883	945
0.0163	-8	0	8	854	883	945
0.0164	-6	4	4	854	883	945
0.0165	-5	3	3	854	883	945
0.0166	-11	1	11	854	883	945
0.0167	-6	2	6	854	883	945
0.0168	1	3	-3	854	883	945
0.0169	-6	-2	10	854	883	945
0.017	-2	0	4	854	883	945
0.0171	-6	2	6	854	883	945
0.0172	-8	0	10	854	883	945
0.0173	-2	0	4	854	883	945
0.0174	-3	-1	5	854	883	945
0.0175	-8	0	10	854	883	945
0.0176	-11	3	9	854	883	945
0.0177	-4	4	2	854	883	945
0.0178	-6	4	4	854	883	945
0.0179	-10	2	10	854	883	945
0.018	-4	8	-4	854	883	945
0.0181	-8	0	10	854	883	945
0.0182	-3	1	3	854	883	945
0.0183	-1	3	-1	854	883	945
0.0184	-2	-2	4	854	883	945
0.0185	-5	1	5	854	883	945
0.0186	-4	4	2	854	883	945
0.0187	-8	0	10	854	883	945
0.0188	-4	0	4	854	883	945
0.0189	-2	2	2	854	883	945
0.019	-6	-2	10	854	883	945
0.0191	-6	0	6	854	883	945
0.0192	-3	3	1	854	883	945
0.0193	-7	-1	9	854	883	945
0.0194	-12	6	8	854	883	945
0.0195	-4	4	0	854	883	945
0.0196	-8	-2	10	854	883	945
0.0197	-1	1	1	854	883	945
0.0198	-1	3	-1	854	883	945
0.0199	-7	-1	9	854	883	945
0.02	-10	0	10	854	883	945
0.0201	-4	6	0	854	883	945
0.0202	-7	-1	9	854	883	945
0.0203	-10	4	8	854	883	945
0.0204	-3	5	-1	854	883	945
0.0205	-5	-1	7	854	883	945
0.0206	-6	4	2	854	883	945
0.0207	-2	2	0	854	883	945
0.0208	-8	0	8	854	883	945
0.0209	-6	2	4	854	883	945
0.021	-4	2	2	854	883	945
0.0211	-8	-2	10	854	883	945
0.0212	-3	1	3	854	883	945
0.0213	-1	3	-1	854	883	945
0.0214	-6	0	6	854	883	945
0.0215	-7	1	7	854	883	945
0.0216	-2	4	0	854	883	945
0.0217	-8	2	8	854	883	945
0.0218	-6	2	4	854	883	945
0.0219	-6	4	2	854	883	945
0.022	-7	-1	9	854	883	945
0.0221	-6	2	6	854	883	945
0.0222	-2	4	0	854	883	945
0.0223	-8	0	10	854	883	945
0.0224	-4	2	4	854	883	945
0.0225	-2	4	0	854	883	945
0.0226	-2	-2	4	854	883	945
0.0227	-10	0	12	854	883	945
0.0228	-2	4	-2	854	883	945
0.0229	-7	1	7	854	883	945
0.023	-4	2	4	854	883	945
0.0231	-2	4	0	854	883	945
0.0232	-7	-1	9	854	883	945
0.0233	-6	2	6	854	883	945
0.0234	-1	3	-1	854	883	945
0.0235	-8	-2	10	854	883	945
0.0236	-4	6	0	854	883	945
0.0237	-3	5	-1	854	883	945
0.0238	-8	0	10	854	883	945
0.0239	-6	2	4	854	883	945
0.024	-14	4	10	854	883	945
0.0241	-6	6	2	854	883	945
0.0242	-11	3	9	854	883	945
0.0243	-4	2	2	854	883	945
0.0244	-8	0	8	854	883	945
0.0245	-9	1	9	854	883	945
0.0246	-1	5	-3	854	883	945
0.0247	-8	0	10	854	883	945
0.0248	-8	6	4	854	883	945
0.0249	-5	3	3	854	883	945
0.025	-5	5	1	854	883	945
0.0251	-11	3	9	854	883	945
0.0252	-3	3	1	854	883	945
0.0253	-8	2	8	854	883	945
0.0254	-4	0	4	854	883	945
0.0255	-12	4	10	854	883	945
0.0256	-2	0	4	854	883	945
0.0257	-6	2	6	854	883	945
0.0258	-2	4	-2	854	883	945
0.0259	-8	0	10	854	883	945
0.026	-6	4	4	854	883	945
0.0261	-5	7	-1	854	883	945
0.0262	-6	0	6	854	883	945
0.0263	-2	2	2	854	883	945
0.0264	-4	2	2	854	883	945
0.0265	-6	2	6	854	883	945
0.0266	-8	4	6	854	883	945
0.0267	-5	3	3	854	883	945
0.0268	-8	0	10	854	883	945
0.0269	-10	2	10	854	883	945
0.027	-3	7	-3	854	883	945
0.0271	-4	2	4	854	883	945
0.0272	-11	1	11	854	883	945
0.0273	0	4	-2	854	883	945
0.0274	-5	7	-1	854	883	945
0.0275	-7	-1	9	854	883	945
0.0276	-8	4	4	854	883	945
0.0277	-8	0	10	854	883	945
0.0278	-6	2	6	854	883	945
0.0279	-1	3	-1	854	883	945
0.028	2	2	-2	854	883	945
0.0281	-7	-1	9	854	883	945
0.0282	-4	2	4	854	883	945
0.0283	-7	-1	9	854	883	945
0.0284	-8	4	6	854	883	945
0.0285	-2	2	0	854	883	945
0.0286	-8	0	8	854	883	945
0.0287	-4	2	4	854	883	945
0.0288	-2	4	-2	854	883	945
0.0289	-6	-2	10	854	883	945
0.029	-3	3	1	854	883	945
0.0291	-5	-1	7	854	883	945
0.0292	-8	0	10	854	883	945
0.0293	-9	-1	11	854	883	945
0.0294	2	2	-2	854	883	945
0.0295	-2	-2	6	854	883	945
0.0296	-5	3	3	854	883	945
0.0297	-1	3	-1	854	883	945
0.0298	-6	-4	10	854	883	945
0.0299	-6	2	6	854	883	945
0.03	-2	4	-2	854	883	945
0.0301	-10	0	10	854	883	945
0.0302	-6	2	6	854	883	945
0.0303	-2	4	-2	854	883	945
0.0304	-7	-1	9	854	883	945
0.0305	-5	1	5	854	883	945
0.0306	-2	2	0	854	883	945
0.0307	-7	-1	9	854	883	945
0.0308	-6	2	4	854	883	945
0.0309	-2	2	0	854	883	945
0.031	-8	2	8	854	883	945
0.0311	-5	1	5	854	883	945
0.0312	0	2	0	854	883	945
0.0313	-8	0	8	854	883	945
0.0314	-5	1	5	854	883	945
0.0315	-2	0	2	854	883	945
0.0316	-8	0	8	854	883	945
0.0317	-3	-1	5	854	883	945
0.0318	-3	3	1	854	883	945
0.0319	-8	0	10	854	883	945
0.032	-5	1	5	854	883	945
0.0321	-2	4	0	854	883	945
0.0322	-4	-2	6	854	883	945
0.0323	-4	2	4	854	883	945
0.0324	-3	3	1	854	883	945
0.0325	-4	-6	10	854	883	945
0.0326	-7	1	7	854	883	945
0.0327	-2	6	-4	854	883	945
0.0328	-7	-1	9	854	883	945
0.0329	-6	2	6	854	883	945
0.033	-2	2	0	854	883	945
0.0331	-1	3	-1	854	883	945
0.0332	-8	0	10	854	883	945
