# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0178	255	-31	-223	942	936	858
0.0179	244	-20	-222	941	937	858
0.018	252	-16	-236	941	937	859
0.0181	260	-14	-244	941	939	859
0.0182	253	-11	-241	940	940	859
0.0183	258	-6	-252	940	940	860
0.0184	264	-10	-254	939	941	859
0.0185	260	-6	-254	938	941	859
0.0186	267	-3	-263	937	941	859
0.0187	276	-4	-270	936	942	858
0.0188	275	-5	-269	935	942	858
0.0189	278	-2	-276	933	942	858
0.019	290	-2	-286	932	942	858
0.0191	286	-8	-278	931	943	857
0.0192	287	-3	-283	930	943	857
0.0193	294	2	-294	929	943	857
0.0194	293	-1	-291	928	944	856
0.0195	300	2	-302	927	944	856
0.0196	304	6	-310	926	944	856
0.0197	299	3	-301	925	944	856
0.0198	306	2	-308	924	944	856
0.0199	305	5	-309	922	945	855
0.02	308	2	-308	921	945	855
0.0201	306	8	-312	920	945	855
0.0202	309	11	-319	919	945	855
0.0203	301	5	-305	918	945	855
0.0204	303	11	-313	916	945	855
0.0205	300	18	-316	915	946	854
0.0206	292	12	-302	914	946	854
0.0207	290	20	-308	913	946	854
0.0208	291	21	-311	912	946	854
0.0209	282	20	-300	910	946	854
0.021	282	26	-308	909	946	854
0.0211	278	30	-306	909	946	854
0.0212	262	32	-292	907	946	854
0.0213	266	36	-300	906	946	854
0.0214	268	40	-306	905	946	854
0.0215	256	36	-290	904	946	854
0.0216	252	40	-290	903	946	854
0.0217	251	49	-299	901	946	854
0.0218	238	44	-280	900	946	854
0.0219	236	50	-284	899	946	854
0.022	230	58	-288	898	946	854
0.0221	222	50	-270	897	946	854
0.0222	219	57	-275	895	946	854
0.0223	214	62	-276	894	946	854
0.0224	202	62	-264	893	946	854
0.0225	199	63	-261	892	946	854
0.0226	196	72	-266	891	946	854
0.0227	188	76	-264	890	946	854
0.0228	180	76	-256	888	946	854
0.0229	174	88	-262	887	946	854
0.023	168	84	-252	886	946	854
0.0231	160	96	-256	885	946	854
0.0232	156	104	-260	884	945	854
0.0233	149	107	-255	882	945	855
0.0234	144	110	-252	881	945	855
0.0235	136	120	-256	880	945	855
0.0236	130	122	-250	879	945	855
0.0237	117	135	-251	878	945	855
0.0238	110	142	-252	877	944	856
0.0239	97	149	-245	876	944	856
0.024	92	158	-248	875	944	856
0.0241	90	160	-248	873	944	856
0.0242	80	168	-248	872	944	856
0.0243	72	176	-246	871	943	857
0.0244	62	188	-248	870	943	857
0.0245	54	186	-240	869	943	857
0.0246	46	198	-242	868	942	857
0.0247	44	206	-250	867	942	858
0.0248	29	211	-239	866	942	858
0.0249	30	220	-250	865	942	858
0.025	24	232	-254	864	941	859
0.0251	21	233	-253	862	941	859
0.0252	16	234	-250	861	941	859
0.0253	12	242	-254	861	940	859
0.0254	14	250	-262	860	940	860
0.0255	8	254	-262	859	941	861
0.0256	12	256	-266	859	941	862
0.0257	5	263	-267	859	941	863
0.0258	10	266	-274	858	942	864
0.0259	8	274	-282	858	942	865
0.026	8	276	-282	858	942	866
0.0261	4	282	-286	857	943	867
0.0262	6	294	-298	857	943	868
0.0263	2	296	-296	857	943	869
0.0264	2	302	-304	857	943	871
0.0265	4	310	-314	856	944	872
0.0266	0	314	-312	856	944	873
0.0267	2	320	-320	856	944	874
0.0268	2	328	-330	856	944	875
0.0269	-2	322	-318	855	945	876
0.027	-2	332	-330	855	945	877
0.0271	0	336	-336	855	945	878
0.0272	-7	333	-325	855	945	879
0.0273	-2	338	-336	855	945	880
0.0274	-6	338	-330	855	945	882
0.0275	-6	346	-338	854	945	883
0.0276	-8	342	-332	854	946	884
0.0277	-10	342	-330	854	946	885
0.0278	-10	344	-332	854	946	886
0.0279	-12	336	-324	854	946	887
0.028	-10	340	-328	854	946	888
0.0281	-18	338	-318	854	946	889
0.0282	-19	339	-319	854	946	891
0.0283	-19	337	-317	854	946	892
0.0284	-26	332	-304	854	946	893
0.0285	-24	336	-310	854	946	894
0.0286	-22	332	-310	853	946	895
0.0287	-34	326	-292	853	946	897
0.0288	-33	327	-293	853	947	898
0.0289	-33	327	-293	853	947	899
0.029	-40	322	-280	853	947	900
0.0291	-50	322	-270	853	946	901
0.0292	-42	324	-280	853	946	902
0.0293	-51	313	-261	853	946	904
0.0294	-56	316	-258	853	946	905
0.0295	-59	321	-261	854	946	906
0.0296	-69	311	-241	854	946	907
0.0297	-66	310	-244	854	946	908
0.0298	-72	312	-238	854	946	910
0.0299	-74	304	-228	854	946	911
0.03	-87	309	-221	854	946	912
0.0301	-86	308	-222	854	946	913
0.0302	-104	306	-202	854	946	914
0.0303	-106	306	-200	854	946	916
0.0304	-113	307	-193	854	946	917
0.0305	-123	305	-181	855	945	917
0.0306	-130	308	-178	855	945	919
0.0307	-130	310	-178	855	945	920
0.0308	-146	304	-156	855	945	921
0.0309	-152	308	-154	855	945	922
0.031	-155	307	-151	855	944	923
0.0311	-172	306	-134	856	944	925
0.0312	-172	308	-134	856	944	926
0.0313	-180	314	-134	856	944	927
0.0314	-189	301	-111	856	944	928
0.0315	-200	306	-106	857	943	929
0.0316	-204	310	-106	857	943	930
0.0317	-214	300	-86	857	943	931
0.0318	-224	308	-82	857	943	932
0.0319	-224	310	-84	858	942	933
0.032	-242	312	-68	858	942	934
0.0321	-242	308	-66	858	942	936
0.0322	-252	314	-60	859	941	937
0.0323	-263	309	-45	859	941	937
0.0324	-276	314	-38	859	941	939
0.0325	-273	311	-37	859	940	940
0.0326	-288	316	-26	860	940	940
0.0327	-292	322	-30	859	939	941
0.0328	-304	328	-24	859	938	941
0.0329	-312	328	-14	859	936	941
0.033	-316	332	-14	858	936	942
0.0331	-321	335	-13	858	935	942
0.0332	-328	340	-10	858	933	942
