# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.016	-116	618	-502	860	940	860
0.0161	-128	628	-498	859	941	863
0.0162	-144	630	-484	858	942	865
0.0163	-170	640	-470	857	943	868
0.0164	-188	650	-460	857	943	871
0.0165	-208	650	-442	856	944	873
0.0166	-230	656	-426	855	945	876
0.0167	-253	663	-409	855	945	879
0.0168	-278	660	-382	855	945	882
0.0169	-299	667	-367	854	946	884
0.017	-319	669	-349	854	946	887
0.0171	-347	665	-317	854	946	890
0.0172	-374	668	-292	854	946	893
0.0173	-393	667	-273	853	946	896
0.0174	-421	655	-233	853	946	899
0.0175	-446	654	-208	853	946	902
0.0176	-466	650	-184	854	946	905
0.0177	-498	642	-142	854	946	908
0.0178	-526	636	-108	854	946	911
0.0179	-543	625	-81	854	946	914
0.018	-571	617	-45	854	945	917
0.0181	-598	604	-6	855	945	920
0.0182	-604	602	2	855	945	923
0.0183	-614	596	18	856	944	926
0.0184	-618	590	28	856	943	928
0.0185	-626	586	40	857	943	931
0.0186	-638	580	58	858	942	933
0.0187	-640	572	70	858	942	936
0.0188	-649	565	85	859	941	939
0.0189	-655	545	111	859	939	941
0.019	-656	534	124	859	936	941
0.0191	-663	521	143	858	934	942
0.0192	-666	494	174	857	931	943
0.0193	-679	477	203	856	928	943
0.0194	-678	458	222	856	925	944
0.0195	-682	426	258	855	923	945
0.0196	-686	406	280	855	920	945
0.0197	-686	376	310	854	917	945
0.0198	-685	339	347	854	914	946
0.0199	-692	310	382	854	911	946
0.02	-681	277	405	854	908	946
0.0201	-686	234	452	854	905	946
0.0202	-682	198	484	853	902	946
0.0203	-673	161	513	853	899	946
0.0204	-672	116	558	853	896	946
0.0205	-664	76	590	854	893	946
0.0206	-655	37	619	854	890	946
0.0207	-654	6	650	854	887	946
0.0208	-650	0	652	854	884	946
0.0209	-642	-4	646	855	881	945
0.021	-644	-20	666	855	879	945
0.0211	-633	-27	661	855	876	945
0.0212	-625	-37	663	856	873	944
0.0213	-626	-50	678	857	871	943
0.0214	-612	-68	682	857	868	943
0.0215	-600	-82	684	858	865	942
0.0216	-592	-104	698	859	862	941
0.0217	-574	-128	704	859	860	940
0.0218	-561	-147	709	862	859	941
0.0219	-546	-174	722	865	858	942
0.022	-534	-196	730	867	857	943
0.0221	-505	-221	727	870	857	943
0.0222	-485	-255	741	873	856	944
0.0223	-462	-278	742	876	855	945
0.0224	-434	-306	740	878	855	945
0.0225	-410	-340	750	881	855	945
0.0226	-393	-363	757	884	854	946
0.0227	-355	-393	749	887	854	946
0.0228	-332	-424	756	890	854	946
0.0229	-300	-448	748	893	853	946
0.023	-266	-476	744	896	853	947
0.0231	-232	-508	740	899	853	947
0.0232	-204	-530	736	902	853	947
0.0233	-168	-560	728	905	853	947
0.0234	-140	-588	728	908	853	946
0.0235	-104	-610	716	911	854	946
0.0236	-65	-633	699	913	854	946
0.0237	-33	-663	697	916	854	946
0.0238	-8	-676	686	919	855	945
0.0239	2	-684	684	922	855	945
0.024	6	-698	692	925	856	944
0.0241	18	-702	686	928	856	944
0.0242	29	-705	677	930	857	943
0.0243	36	-714	678	933	857	942
0.0244	46	-716	672	936	858	942
0.0245	68	-716	650	938	859	941
0.0246	84	-722	638	941	859	940
0.0247	100	-722	624	941	859	937
0.0248	117	-717	601	942	858	934
0.0249	137	-727	591	943	857	932
0.025	156	-718	562	943	856	929
0.0251	182	-714	532	944	856	926
0.0252	198	-716	518	945	855	923
0.0253	220	-710	490	945	855	920
0.0254	244	-700	458	945	855	918
0.0255	266	-702	436	946	854	915
0.0256	285	-691	407	946	854	912
0.0257	318	-686	370	946	854	909
0.0258	346	-680	334	946	854	906
0.0259	364	-666	304	947	853	903
0.026	386	-656	270	947	853	900
0.0261	407	-647	241	947	853	897
0.0262	429	-633	205	946	854	894
0.0263	455	-621	167	946	854	891
0.0264	475	-611	137	946	854	888
0.0265	498	-594	96	946	854	885
0.0266	518	-582	64	945	854	883
0.0267	536	-564	30	945	855	880
0.0268	551	-557	7	945	855	877
0.0269	564	-560	-2	944	856	874
0.027	565	-563	-1	943	856	871
0.0271	569	-555	-13	943	857	869
0.0272	577	-553	-23	942	858	866
0.0273	572	-546	-24	941	859	863
0.0274	581	-533	-47	941	859	861
0.0275	585	-517	-67	941	861	859
0.0276	586	-512	-74	942	864	858
0.0277	593	-491	-101	942	867	857
0.0278	599	-473	-125	943	869	857
0.0279	596	-460	-136	944	872	856
0.028	597	-435	-161	944	875	856
0.0281	601	-405	-195	945	878	855
0.0282	595	-389	-205	945	881	855
0.0283	598	-356	-240	946	884	854
0.0284	598	-332	-266	946	886	854
0.0285	593	-313	-279	946	889	854
0.0286	591	-281	-309	946	892	854
0.0287	591	-251	-339	946	895	853
0.0288	582	-220	-362	947	898	853
0.0289	566	-192	-372	947	901	853
0.029	570	-162	-408	946	904	853
0.0291	560	-128	-430	946	907	854
0.0292	549	-99	-449	946	910	854
0.0293	542	-68	-474	946	913	854
0.0294	523	-33	-489	946	916	854
0.0295	516	-12	-504	945	918	855
0.0296	513	3	-515	945	921	855
0.0297	506	14	-518	944	924	855
0.0298	506	22	-526	944	927	856
0.0299	496	36	-530	943	929	857
0.03	487	43	-529	943	932	857
0.0301	483	57	-539	942	935	858
0.0302	473	71	-543	941	937	859
0.0303	462	84	-544	940	940	860
0.0304	450	104	-552	938	941	859
0.0305	437	117	-553	935	942	858
0.0306	420	136	-554	932	942	858
0.0307	401	157	-557	930	943	857
0.0308	387	183	-569	927	944	856
0.0309	365	197	-561	924	944	856
0.031	342	226	-566	921	945	855
0.0311	322	250	-572	919	945	855
0.0312	295	267	-561	916	945	854
0.0313	272	298	-568	913	946	854
0.0314	254	316	-570	910	946	854
0.0315	227	345	-571	907	946	854
0.0316	199	365	-563	904	946	854
0.0317	168	390	-556	901	946	854
0.0318	138	414	-550	898	946	854
0.0319	112	436	-548	895	946	854
0.032	81	467	-547	892	946	854
0.0321	49	483	-531	889	946	854
0.0322	19	509	-527	886	946	854
0.0323	0	528	-528	883	945	855
0.0324	-14	538	-524	880	945	855
0.0325	-30	548	-518	878	945	855
0.0326	-31	561	-529	875	944	856
0.0327	-38	570	-532	872	944	856
0.0328	-62	582	-518	869	943	857
0.0329	-68	594	-526	866	942	858
0.033	-87	601	-513	864	941	859
0.0331	-100	612	-510	861	941	859
0.0332	-116	622	-506	859	941	861
