# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0103	255	-419	165	927	873	905
0.0104	253	-419	167	927	873	905
0.0105	250	-424	174	927	873	905
0.0106	256	-424	168	927	873	905
0.0107	256	-418	162	927	873	905
0.0108	258	-424	166	927	873	905
0.0109	260	-420	162	927	873	905
0.011	264	-418	154	927	873	905
0.0111	264	-422	158	927	873	905
0.0112	260	-422	164	927	873	905
0.0113	262	-422	160	927	873	905
0.0114	261	-419	159	927	873	905
0.0115	261	-421	161	927	873	905
0.0116	266	-420	156	927	873	905
0.0117	260	-424	164	927	873	905
0.0118	267	-421	155	927	873	905
0.0119	266	-416	152	927	873	905
0.012	260	-424	164	927	873	904
0.0121	264	-418	154	927	873	904
0.0122	268	-418	152	927	873	904
0.0123	263	-421	159	927	873	904
0.0124	266	-416	152	927	873	904
0.0125	262	-418	156	927	873	904
0.0126	264	-420	156	927	873	904
0.0127	272	-418	148	927	873	904
0.0128	274	-420	146	927	873	904
0.0129	268	-422	154	927	873	904
0.013	272	-418	146	927	873	904
0.0131	274	-418	144	927	873	904
0.0132	272	-420	150	927	873	903
0.0133	275	-417	143	927	873	903
0.0134	276	-416	142	927	873	903
0.0135	272	-420	148	927	873	903
0.0136	275	-415	141	927	873	903
0.0137	276	-416	140	927	873	903
0.0138	272	-420	148	927	873	903
0.0139	270	-418	150	927	873	903
0.014	280	-414	136	927	873	903
0.0141	276	-418	144	927	873	903
0.0142	275	-417	143	927	873	903
0.0143	283	-415	133	927	873	903
0.0144	279	-409	131	927	873	903
0.0145	280	-416	136	927	873	903
0.0146	285	-409	125	927	873	903
0.0147	286	-420	134	927	873	903
0.0148	280	-416	136	927	873	903
0.0149	282	-412	132	927	873	902
0.015	282	-410	128	927	873	902
0.0151	282	-412	130	927	873	902
0.0152	284	-418	136	927	873	902
0.0153	287	-419	133	927	873	902
0.0154	284	-410	128	927	873	902
0.0155	287	-415	129	927	873	902
0.0156	282	-412	130	927	873	902
0.0157	286	-408	124	927	873	902
0.0158	291	-409	119	927	873	902
0.0159	281	-411	131	927	873	902
0.016	278	-406	130	927	873	902
0.0161	288	-412	124	927	873	902
0.0162	290	-414	126	927	873	901
0.0163	290	-412	122	927	873	901
0.0164	291	-409	119	927	873	901
0.0165	294	-412	120	927	873	901
0.0166	292	-410	118	927	873	901
0.0167	295	-407	113	927	873	901
0.0168	295	-409	115	927	873	901
0.0169	294	-406	114	927	873	901
0.017	296	-406	112	927	873	901
0.0171	291	-411	121	927	873	901
0.0172	293	-405	113	927	873	901
0.0173	297	-405	109	927	873	901
0.0174	301	-411	111	927	873	900
0.0175	296	-408	112	927	873	900
0.0176	302	-408	106	927	873	900
0.0177	292	-408	116	927	873	900
0.0178	291	-407	117	927	873	900
0.0179	300	-406	106	927	873	900
0.018	298	-408	112	927	873	900
0.0181	292	-404	114	927	873	900
0.0182	306	-402	96	927	873	900
0.0183	304	-408	106	927	873	900
0.0184	303	-405	103	927	873	900
0.0185	309	-403	95	927	873	900
0.0186	308	-408	102	927	873	900
0.0187	306	-402	98	927	873	900
0.0188	308	-400	92	927	873	900
0.0189	303	-407	105	927	873	900
0.019	302	-404	104	927	873	900
0.0191	310	-402	92	927	873	899
0.0192	310	-408	98	927	873	899
0.0193	305	-401	97	927	873	899
0.0194	308	-398	92	927	873	899
0.0195	314	-400	88	927	873	899
0.0196	308	-406	100	927	873	899
0.0197	315	-401	87	927	873	899
0.0198	310	-406	98	927	873	899
0.0199	314	-400	88	927	873	899
0.02	318	-404	88	927	873	899
0.0201	312	-408	96	927	873	899
0.0202	313	-401	89	927	873	899
0.0203	318	-398	82	927	873	899
0.0204	313	-403	91	927	873	898
0.0205	316	-400	86	927	873	898
0.0206	320	-398	80	927	873	898
0.0207	313	-403	91	927	873	898
0.0208	318	-400	82	927	873	898
0.0209	322	-398	76	927	873	898
0.021	316	-400	86	927	873	898
0.0211	320	-400	80	927	873	898
0.0212	326	-396	70	927	873	898
0.0213	320	-402	84	927	873	898
0.0214	324	-398	74	927	873	898
0.0215	326	-396	72	927	873	898
0.0216	324	-402	80	927	873	898
0.0217	321	-401	81	927	873	898
0.0218	328	-396	70	927	873	898
0.0219	324	-402	80	927	873	898
0.022	326	-398	72	927	873	897
0.0221	326	-392	66	927	873	897
0.0222	322	-400	78	927	873	897
0.0223	328	-398	70	927	873	897
0.0224	336	-392	56	927	873	897
0.0225	334	-402	70	927	873	897
0.0226	325	-397	73	927	873	897
0.0227	337	-395	59	927	873	897
0.0228	329	-399	71	927	873	897
0.0229	326	-392	66	927	873	897
0.023	336	-394	60	927	873	897
0.0231	330	-396	68	927	873	897
0.0232	333	-391	59	927	873	897
0.0233	337	-393	57	927	873	896
0.0234	330	-396	66	927	873	896
0.0235	338	-394	56	927	873	896
0.0236	342	-390	48	927	873	896
0.0237	338	-394	58	927	873	896
0.0238	338	-392	54	927	873	896
0.0239	343	-389	47	927	873	896
0.024	340	-394	54	927	873	896
0.0241	338	-390	54	927	873	896
0.0242	345	-391	47	927	873	896
0.0243	341	-395	55	927	873	896
0.0244	336	-390	54	927	873	896
0.0245	341	-393	53	927	873	896
0.0246	342	-394	52	927	873	896
0.0247	343	-389	47	927	873	896
0.0248	350	-388	38	927	873	896
0.0249	344	-394	50	927	873	896
0.025	345	-395	51	927	873	895
0.0251	351	-393	43	927	873	895
0.0252	346	-394	48	927	873	895
0.0253	349	-389	41	927	873	895
0.0254	353	-389	37	927	873	895
0.0255	347	-393	47	927	873	895
0.0256	358	-388	30	927	873	895
0.0257	358	-390	34	927	873	895
0.0258	354	-394	42	927	873	895
0.0259	356	-390	34	927	873	895
0.026	360	-390	32	927	873	895
0.0261	361	-387	27	927	873	895
0.0262	354	-390	36	927	873	894
0.0263	362	-390	30	927	873	894
0.0264	358	-388	32	927	873	894
0.0265	356	-386	30	927	873	894
0.0266	351	-385	35	927	873	894
0.0267	356	-392	36	927	873	894
0.0268	359	-387	29	927	873	894
0.0269	352	-384	34	927	873	894
0.027	356	-386	30	927	873	894
0.0271	366	-388	22	927	873	894
0.0272	362	-382	22	927	873	894
0.0273	365	-387	23	927	873	894
0.0274	366	-384	18	927	873	894
0.0275	362	-384	22	927	873	894
0.0276	365	-387	23	927	873	894
0.0277	366	-384	20	927	873	894
0.0278	371	-385	15	927	873	894
0.0279	364	-386	22	927	873	893
0.028	365	-383	19	927	873	893
0.0281	369	-385	17	927	873	893
0.0282	368	-388	22	927	873	893
0.0283	372	-388	16	927	873	893
0.0284	376	-382	8	927	873	893
0.0285	375	-381	7	927	873	893
0.0286	370	-380	12	927	873	893
0.0287	376	-382	6	927	873	893
0.0288	366	-382	16	927	873	893
0.0289	368	-382	16	927	873	893
0.029	380	-386	6	927	873	893
0.0291	376	-386	12	927	873	893
0.0292	376	-382	6	927	873	892
0.0293	376	-382	6	927	873	892
0.0294	374	-380	8	927	873	892
0.0295	379	-383	5	927	873	892
0.0296	382	-382	2	927	873	892
0.0297	377	-383	7	927	873	892
0.0298	381	-381	1	927	873	892
0.0299	380	-378	0	927	873	892
0.03	378	-382	6	927	873	892
0.0301	380	-380	0	927	873	892
0.0302	380	-376	-2	927	873	892
0.0303	376	-384	10	927	873	892
0.0304	379	-379	1	927	873	892
0.0305	384	-380	-2	927	873	892
0.0306	378	-386	8	927	873	892
0.0307	380	-380	0	927	873	892
0.0308	385	-385	1	927	873	891
0.0309	384	-386	2	927	873	891
0.031	384	-382	-2	927	873	891
0.0311	390	-382	-8	927	873	891
0.0312	382	-386	4	927	873	891
0.0313	384	-384	0	927	873	891
0.0314	387	-383	-3	927	873	891
0.0315	380	-386	6	927	873	891
0.0316	377	-385	9	927	873	891
0.0317	386	-380	-4	927	873	891
0.0318	390	-388	0	927	873	891
0.0319	385	-383	-1	927	873	891
0.032	390	-382	-6	927	873	891
0.0321	386	-390	4	927	873	890
0.0322	386	-386	2	927	873	890
0.0323	392	-384	-8	927	873	890
0.0324	393	-391	-1	927	873	890
0.0325	391	-387	-3	927	873	890
0.0326	393	-383	-9	927	873	890
0.0327	388	-390	4	927	873	890
0.0328	395	-389	-5	927	873	890
0.0329	392	-390	-2	927	873	890
0.033	392	-390	-2	927	873	890
0.0331	391	-387	-3	927	873	890
0.0332	396	-386	-10	927	873	890
