# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0088	-522	526	-2	851	918	949
0.0089	-526	526	0	850	917	950
0.009	-518	524	-6	850	916	950
0.0091	-516	518	-2	850	914	950
0.0092	-515	519	-3	850	913	950
0.0093	-518	518	2	850	912	950
0.0094	-512	510	2	850	911	950
0.0095	-513	513	1	850	910	950
0.0096	-501	509	-7	850	908	950
0.0097	-502	498	4	850	907	950
0.0098	-501	495	7	849	905	950
0.0099	-490	496	-6	849	904	950
0.01	-492	488	6	849	903	950
0.0101	-492	488	4	849	901	951
0.0102	-481	487	-5	849	900	951
0.0103	-482	486	-2	849	899	951
0.0104	-478	480	0	849	898	951
0.0105	-472	478	-4	849	897	950
0.0106	-468	472	-2	849	895	950
0.0107	-462	464	0	849	894	950
0.0108	-458	462	-2	850	893	950
0.0109	-456	456	0	850	891	950
0.011	-446	448	0	850	890	950
0.0111	-441	443	-1	850	888	950
0.0112	-435	429	7	850	887	950
0.0113	-430	428	4	850	886	950
0.0114	-419	421	-1	850	885	950
0.0115	-420	412	10	850	884	950
0.0116	-405	403	3	850	883	950
0.0117	-403	401	3	851	881	949
0.0118	-392	390	4	851	880	949
0.0119	-396	390	6	851	878	949
0.012	-379	381	-1	851	877	949
0.0121	-372	366	8	851	876	949
0.0122	-365	363	3	851	875	948
0.0123	-354	356	0	852	874	948
0.0124	-350	348	4	852	872	948
0.0125	-346	336	10	852	871	948
0.0126	-334	332	4	852	870	948
0.0127	-334	320	14	853	869	947
0.0128	-335	309	27	853	868	947
0.0129	-348	294	54	853	867	947
0.013	-371	273	99	853	865	946
0.0131	-390	252	138	854	864	946
0.0132	-410	236	176	854	863	946
0.0133	-431	211	221	854	862	946
0.0134	-448	196	252	855	861	945
0.0135	-464	182	282	855	859	945
0.0136	-480	162	320	855	858	945
0.0137	-496	142	354	856	857	944
0.0138	-503	121	383	856	856	944
0.0139	-524	106	418	857	856	944
0.014	-528	90	440	858	855	945
0.0141	-532	80	454	859	855	945
0.0142	-541	51	491	860	855	945
0.0143	-546	38	508	862	854	946
0.0144	-546	26	522	863	854	946
0.0145	-553	7	547	864	854	946
0.0146	-558	8	552	865	853	947
0.0147	-560	2	560	866	853	947
0.0148	-568	-10	578	868	853	947
0.0149	-566	-10	576	869	853	947
0.015	-566	-16	582	870	852	948
0.0151	-570	-20	590	871	852	948
0.0152	-573	-19	593	872	852	948
0.0153	-564	-26	592	874	852	948
0.0154	-566	-30	598	875	851	949
0.0155	-562	-36	598	876	851	949
0.0156	-553	-39	593	877	851	949
0.0157	-550	-52	604	878	851	949
0.0158	-545	-57	603	880	851	949
0.0159	-544	-64	610	881	850	949
0.016	-538	-72	612	882	850	950
0.0161	-529	-73	603	884	850	950
0.0162	-522	-82	604	885	850	950
0.0163	-516	-94	610	886	850	950
0.0164	-506	-98	604	887	850	950
0.0165	-496	-102	600	888	850	950
0.0166	-490	-114	604	890	850	950
0.0167	-491	-115	607	891	849	950
0.0168	-475	-119	595	892	849	950
0.0169	-460	-138	600	894	849	951
0.017	-450	-140	592	895	849	951
0.0171	-444	-154	598	896	849	951
0.0172	-445	-163	609	898	849	951
0.0173	-432	-172	604	899	849	951
0.0174	-430	-180	610	900	849	951
0.0175	-418	-194	614	901	849	951
0.0176	-406	-202	608	903	849	951
0.0177	-393	-219	613	904	849	951
0.0178	-388	-224	614	905	849	951
0.0179	-377	-235	613	907	849	950
0.018	-368	-248	616	908	849	950
0.0181	-352	-260	612	909	849	950
0.0182	-343	-267	611	910	850	950
0.0183	-330	-274	606	912	850	950
0.0184	-327	-287	615	913	850	950
0.0185	-314	-296	610	914	850	950
0.0186	-298	-304	604	915	850	950
0.0187	-293	-319	613	917	850	950
0.0188	-281	-323	605	918	850	950
0.0189	-270	-334	604	920	851	949
0.019	-264	-346	612	921	851	949
0.0191	-250	-354	604	922	851	949
0.0192	-236	-362	598	923	851	949
0.0193	-226	-374	600	924	851	949
0.0194	-216	-380	596	925	851	949
0.0195	-202	-392	596	927	852	948
0.0196	-197	-405	603	928	852	948
0.0197	-182	-414	598	929	852	948
0.0198	-168	-426	596	930	852	948
0.0199	-155	-443	599	931	853	947
0.02	-153	-447	601	933	853	947
0.0201	-138	-456	596	934	853	947
0.0202	-130	-472	602	935	854	946
0.0203	-122	-482	606	936	854	946
0.0204	-110	-490	602	937	854	946
0.0205	-107	-503	611	939	854	945
0.0206	-94	-514	608	940	855	945
0.0207	-87	-523	611	941	855	945
0.0208	-77	-537	615	942	855	944
0.0209	-64	-544	610	943	856	944
0.021	-54	-548	604	944	856	943
0.0211	-53	-563	617	944	856	942
0.0212	-43	-565	609	945	855	941
0.0213	-32	-572	604	945	855	940
0.0214	-27	-577	605	945	855	939
0.0215	-14	-584	600	946	854	938
0.0216	-10	-588	598	946	854	937
0.0217	-10	-596	608	946	854	936
0.0218	-5	-595	601	947	853	934
0.0219	0	-598	598	947	853	933
0.022	2	-602	602	947	853	932
0.0221	-2	-602	604	947	853	931
0.0222	4	-598	596	948	852	930
0.0223	-4	-602	606	948	852	928
0.0224	2	-598	598	948	852	927
0.0225	4	-596	592	948	852	926
0.0226	2	-596	596	949	851	924
0.0227	1	-589	589	949	851	923
0.0228	8	-588	580	949	851	922
0.0229	4	-588	586	949	851	921
0.023	9	-583	575	949	851	920
0.0231	14	-578	564	949	850	918
0.0232	10	-576	566	950	850	917
0.0233	12	-572	562	950	850	916
0.0234	19	-571	553	950	850	915
0.0235	20	-572	554	950	850	913
0.0236	19	-571	553	950	850	912
0.0237	28	-560	532	950	850	911
0.0238	27	-563	537	950	850	910
0.0239	31	-559	529	950	850	908
0.024	38	-554	516	950	850	907
0.0241	42	-554	514	950	849	906
0.0242	45	-545	501	950	849	904
0.0243	56	-548	492	951	849	903
0.0244	60	-550	490	951	849	902
0.0245	73	-549	477	951	849	901
0.0246	76	-546	470	951	849	900
0.0247	78	-548	470	951	849	898
0.0248	90	-550	460	950	849	897
0.0249	97	-543	447	950	849	895
0.025	96	-546	450	950	849	894
0.0251	108	-542	436	950	850	893
0.0252	124	-542	420	950	850	891
0.0253	122	-542	422	950	850	890
0.0254	133	-535	403	950	850	889
0.0255	145	-535	391	950	850	888
0.0256	155	-535	381	950	850	887
0.0257	163	-535	373	950	850	885
0.0258	168	-532	364	950	850	884
0.0259	172	-534	362	950	850	883
0.026	178	-532	354	949	851	881
0.0261	190	-534	344	949	851	880
0.0262	206	-532	328	949	851	879
0.0263	213	-527	315	949	851	878
0.0264	222	-522	300	949	851	877
0.0265	231	-531	301	948	851	875
0.0266	240	-524	286	948	852	874
0.0267	254	-528	276	948	852	873
0.0268	257	-529	273	948	852	872
0.0269	272	-524	254	948	852	870
0.027	280	-530	250	947	853	869
0.0271	291	-529	239	947	853	868
0.0272	305	-527	223	947	853	867
0.0273	314	-528	216	946	853	866
0.0274	322	-530	210	946	854	865
0.0275	334	-526	194	946	854	863
0.0276	348	-532	184	946	854	862
0.0277	350	-536	186	945	855	861
0.0278	365	-539	177	945	855	860
0.0279	376	-534	160	945	855	859
0.028	392	-548	156	944	856	858
0.0281	394	-546	152	944	856	856
0.0282	410	-544	134	944	857	856
0.0283	421	-549	129	944	858	855
0.0284	421	-547	127	945	859	855
0.0285	440	-544	106	945	860	855
0.0286	444	-546	102	945	862	854
0.0287	448	-538	90	946	863	854
0.0288	462	-532	72	946	864	854
0.0289	468	-534	68	946	865	854
0.029	459	-527	69	947	866	853
0.0291	480	-522	44	947	868	853
0.0292	474	-522	50	947	869	853
0.0293	482	-516	36	947	870	852
0.0294	490	-504	14	948	871	852
0.0295	486	-506	22	948	872	852
0.0296	490	-496	8	948	874	852
0.0297	488	-492	4	948	875	851
0.0298	493	-493	1	949	876	851
0.0299	488	-486	-2	949	877	851
0.03	489	-481	-7	949	878	851
0.0301	488	-484	-4	949	880	851
0.0302	492	-478	-14	949	881	851
0.0303	491	-471	-19	950	882	850
0.0304	486	-470	-14	950	883	850
0.0305	486	-464	-20	950	885	850
0.0306	488	-462	-26	950	886	850
0.0307	478	-454	-22	950	887	850
0.0308	480	-448	-32	950	888	850
0.0309	482	-444	-36	950	890	850
0.031	477	-439	-37	950	891	850
0.0311	468	-430	-38	950	892	850
0.0312	473	-421	-51	950	894	849
0.0313	472	-420	-52	950	895	849
0.0314	466	-410	-54	951	896	849
0.0315	472	-402	-68	951	897	849
0.0316	464	-398	-64	951	898	849
0.0317	468	-394	-74	951	900	849
0.0318	472	-386	-84	951	901	849
0.0319	469	-385	-83	951	902	849
0.032	472	-374	-98	951	904	849
0.0321	476	-362	-114	950	905	849
0.0322	477	-359	-117	950	907	849
0.0323	472	-344	-126	950	908	849
0.0324	474	-332	-140	950	909	850
0.0325	468	-326	-140	950	910	850
0.0326	467	-313	-153	950	911	850
0.0327	470	-304	-166	950	913	850
0.0328	470	-300	-170	950	914	850
0.0329	468	-284	-184	950	915	850
0.033	473	-273	-199	950	916	850
0.0331	466	-266	-198	950	917	850
0.0332	470	-256	-214	949	918	850
