# Time [sec]	c.abc.A	c.abc.B	c.abc.C	duty.A	duty.B	duty.C
0.0118	-406	250	156	857	868	943
0.0119	-376	196	182	861	859	941
0.012	-355	121	235	872	856	944
0.0121	-314	42	272	884	854	946
0.0122	-281	-7	289	895	853	947
0.0123	-253	-61	315	907	853	946
0.0124	-216	-110	328	919	855	945
0.0125	-166	-160	328	930	857	943
0.0126	-106	-220	326	940	860	940
0.0127	-51	-265	317	943	857	929
0.0128	1	-305	305	945	855	918
0.0129	30	-332	304	946	854	907
0.013	62	-352	290	946	854	895
0.0131	104	-370	266	945	854	883
0.0132	149	-385	237	944	856	872
0.0133	187	-385	199	941	859	861
0.0134	231	-385	155	943	869	857
0.0135	270	-380	110	945	880	855
0.0136	296	-360	66	946	891	854
0.0137	328	-336	10	947	903	853
0.0138	340	-314	-24	946	915	854
0.0139	344	-280	-64	944	926	856
0.014	340	-238	-100	941	937	859
0.0141	323	-189	-133	933	942	858
0.0142	298	-134	-164	922	945	855
0.0143	272	-68	-202	910	946	854
0.0144	234	-4	-230	899	946	854
0.0145	200	44	-244	887	946	854
0.0146	158	94	-250	875	944	856
0.0147	100	144	-244	864	942	858
0.0148	35	215	-249	858	942	865
0.0149	-13	259	-245	855	945	876
0.015	-53	289	-235	854	946	887
0.0151	-94	326	-232	853	946	899
0.0152	-138	356	-218	854	946	911
0.0153	-196	378	-180	855	945	923
0.0154	-244	390	-144	858	942	934
0.0155	-288	404	-114	859	936	941
0.0156	-342	394	-52	856	925	944
0.0157	-377	385	-7	854	914	946
0.0158	-392	376	18	853	902	946
0.0159	-403	341	63	854	890	946
0.016	-406	306	100	855	878	945
0.0161	-396	252	144	857	868	943
0.0162	-380	186	194	862	859	941
0.0163	-344	116	230	873	856	944
0.0164	-311	43	269	884	854	946
0.0165	-284	-14	300	896	853	947
0.0166	-252	-62	314	908	853	946
0.0167	-212	-110	322	919	855	945
0.0168	-162	-166	328	930	857	943
0.0169	-115	-219	335	941	859	940
0.017	-47	-269	317	943	856	929
0.0171	-6	-306	314	945	855	918
0.0172	36	-338	304	946	854	906
0.0173	68	-354	286	946	854	894
0.0174	104	-374	270	945	854	883
0.0175	149	-381	233	943	856	871
0.0176	190	-384	196	941	859	861
0.0177	231	-387	157	943	869	857
0.0178	271	-377	107	945	881	855
0.0179	306	-358	54	946	892	854
0.018	330	-334	6	946	904	853
0.0181	330	-310	-20	946	916	854
0.0182	348	-278	-68	944	927	856
0.0183	335	-241	-93	941	937	859
0.0184	320	-188	-132	932	942	858
0.0185	301	-129	-171	921	945	855
0.0186	266	-70	-196	910	946	854
0.0187	226	-6	-218	898	946	854
0.0188	200	44	-242	886	946	854
0.0189	150	92	-242	875	944	856
0.019	97	149	-245	864	941	859
0.0191	33	215	-247	858	942	866
0.0192	-16	254	-238	855	945	877
0.0193	-50	292	-242	854	946	888
0.0194	-92	326	-234	853	947	900
0.0195	-143	349	-205	854	946	912
0.0196	-193	377	-183	855	944	923
0.0197	-246	394	-148	858	942	934
0.0198	-301	397	-95	858	936	942
0.0199	-344	396	-52	856	925	944
0.02	-374	388	-12	854	913	946
0.0201	-398	366	32	853	902	946
0.0202	-406	346	62	854	890	946
0.0203	-406	306	102	855	878	945
0.0204	-401	247	155	857	867	942
0.0205	-379	187	193	862	859	941
0.0206	-344	118	226	873	856	944
0.0207	-311	39	273	885	854	946
0.0208	-278	-18	296	897	853	947
0.0209	-246	-62	308	908	854	946
0.021	-212	-118	332	920	855	945
0.0211	-168	-168	336	931	857	943
0.0212	-102	-218	320	941	859	939
0.0213	-42	-276	318	944	856	928
0.0214	2	-310	308	945	854	917
0.0215	42	-332	292	946	853	905
0.0216	70	-360	290	946	854	893
0.0217	107	-369	263	945	855	882
0.0218	151	-375	225	943	857	871
0.0219	188	-388	200	940	860	860
0.022	236	-384	150	943	870	857
0.0221	272	-368	96	945	881	855
0.0222	306	-358	52	946	893	854
0.0223	324	-330	6	946	905	853
0.0224	338	-304	-32	946	916	854
0.0225	338	-276	-60	944	927	856
0.0226	340	-236	-102	941	938	859
0.0227	329	-189	-139	932	943	857
0.0228	299	-131	-167	921	945	855
0.0229	263	-55	-207	909	946	854
0.023	230	2	-230	897	946	854
0.0231	193	47	-239	886	946	854
0.0232	142	104	-244	874	944	856
0.0233	98	156	-254	863	941	859
0.0234	26	218	-244	858	942	867
0.0235	-21	265	-243	855	945	878
0.0236	-52	298	-244	854	946	889
0.0237	-104	328	-224	853	947	900
0.0238	-150	356	-206	854	946	912
0.0239	-193	379	-185	856	944	924
0.024	-244	392	-146	858	942	935
0.0241	-296	400	-104	858	935	942
0.0242	-353	399	-45	856	924	944
0.0243	-384	386	0	854	913	946
0.0244	-396	370	26	853	901	946
0.0245	-407	337	71	854	889	946
0.0246	-407	301	107	855	878	945
0.0247	-395	249	147	858	866	942
0.0248	-374	182	194	863	858	942
0.0249	-348	108	240	874	856	944
0.025	-308	34	274	885	854	946
0.0251	-282	-20	302	897	853	947
0.0252	-246	-66	314	909	854	946
0.0253	-204	-118	322	921	855	945
0.0254	-152	-172	326	932	857	943
0.0255	-104	-226	332	941	859	938
0.0256	-39	-273	313	944	856	928
0.0257	4	-306	304	946	854	917
0.0258	33	-337	305	946	853	905
0.0259	69	-359	291	946	854	893
0.026	106	-372	266	945	855	881
0.0261	151	-385	235	943	857	870
0.0262	193	-383	191	940	860	860
0.0263	236	-382	146	943	870	857
0.0264	271	-377	107	945	882	855
0.0265	310	-358	50	946	893	854
0.0266	332	-330	0	946	905	853
0.0267	336	-310	-26	946	917	854
0.0268	333	-271	-61	944	928	856
0.0269	338	-232	-106	941	938	859
0.027	322	-188	-132	932	943	857
0.0271	304	-128	-176	920	945	855
0.0272	267	-59	-207	909	946	854
0.0273	230	-2	-228	897	946	854
0.0274	196	50	-246	885	946	854
0.0275	150	102	-250	874	944	856
0.0276	93	155	-247	863	941	859
0.0277	28	222	-250	857	942	867
0.0278	-11	265	-253	855	945	878
0.0279	-50	298	-248	854	946	889
0.028	-104	330	-226	853	946	901
0.0281	-140	360	-218	854	946	913
0.0282	-198	384	-186	856	944	924
0.0283	-250	398	-146	858	942	935
0.0284	-304	402	-96	858	935	942
0.0285	-346	396	-48	856	924	944
0.0286	-381	387	-5	854	912	946
0.0287	-392	376	16	853	900	946
0.0288	-408	340	68	854	889	946
0.0289	-413	301	113	855	877	945
0.029	-391	247	145	858	866	942
0.0291	-375	179	197	864	858	942
0.0292	-344	110	236	875	856	944
0.0293	-303	39	265	886	854	946
0.0294	-282	-18	300	897	853	947
0.0295	-256	-62	320	909	854	946
0.0296	-204	-116	322	921	855	945
0.0297	-160	-172	334	932	857	943
0.0298	-102	-220	324	941	859	938
0.0299	-34	-270	306	944	856	927
0.03	2	-312	312	946	854	916
0.0301	36	-334	298	946	853	904
0.0302	75	-351	277	946	854	892
0.0303	110	-374	264	945	855	881
0.0304	152	-380	230	943	857	869
0.0305	200	-382	184	941	860	859
0.0306	235	-383	149	943	871	856
0.0307	275	-371	97	945	882	855
0.0308	312	-350	40	946	894	853
0.0309	324	-336	12	946	906	853
0.031	338	-308	-30	945	917	854
0.0311	346	-270	-74	944	928	856
0.0312	338	-230	-106	941	939	859
0.0313	321	-179	-141	931	943	857
0.0314	302	-120	-182	920	945	855
0.0315	264	-58	-206	908	946	854
0.0316	220	6	-226	896	946	854
0.0317	197	55	-251	884	945	854
0.0318	149	101	-249	873	944	856
0.0319	85	163	-247	862	941	859
0.032	29	225	-253	857	943	868
0.0321	-20	264	-242	855	945	879
0.0322	-58	302	-242	854	946	890
0.0323	-96	326	-230	853	947	902
0.0324	-151	359	-207	854	946	914
0.0325	-206	384	-178	856	944	925
0.0326	-256	398	-142	858	942	936
0.0327	-306	400	-94	858	934	942
0.0328	-351	401	-49	855	923	944
0.0329	-387	393	-5	854	911	946
0.033	-407	365	43	853	900	946
0.0331	-416	334	82	854	888	946
0.0332	-408	294	114	855	877	945
